consumption_id,icp_id,retailer_id,price_category_code,region,billing_month,billing_period_start,billing_period_end,icp_days,price_year,expected_delivery_charge_unrounded,component_count,expected_delivery_charge,data_origin
ICP000498-202602,ICP000498,RET004,RES,Selwyn,2026-02,2026-02-01,2026-02-28,28,2025,48.73076438,6,48.73,Calculated from public prices and simulated quantities
ICP000499-202602,ICP000499,RET001,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,48.617975640000004,6,48.62,Calculated from public prices and simulated quantities
ICP000500-202602,ICP000500,RET002,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,48.87872868,6,48.88,Calculated from public prices and simulated quantities
ICP000001-202603,ICP000001,RET002,URES,Selwyn,2026-03,2026-03-01,2026-03-31,31,2025,49.07251832,6,49.07,Calculated from public prices and simulated quantities
ICP000002-202603,ICP000002,RET004,RSC,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,76.33452197999999,6,76.33,Calculated from public prices and simulated quantities
ICP000003-202603,ICP000003,RET001,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,88.74906161,6,88.75,Calculated from public prices and simulated quantities
ICP000004-202603,ICP000004,RET003,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,74.74832574999999,6,74.75,Calculated from public prices and simulated quantities
ICP000005-202603,ICP000005,RET001,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,50.24193664,6,50.24,Calculated from public prices and simulated quantities
ICP000006-202603,ICP000006,RET005,RSU,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,84.0505852,6,84.05,Calculated from public prices and simulated quantities
ICP000007-202603,ICP000007,RET001,RSC,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,94.42566448,6,94.43,Calculated from public prices and simulated quantities
ICP000008-202603,ICP000008,RET002,RSC,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,60.66268793,6,60.66,Calculated from public prices and simulated quantities
ICP000009-202603,ICP000009,RET005,URES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,85.43603252999999,6,85.44,Calculated from public prices and simulated quantities
ICP000010-202603,ICP000010,RET005,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,56.990738879999995,6,56.99,Calculated from public prices and simulated quantities
ICP000011-202603,ICP000011,RET001,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,47.48598453,6,47.49,Calculated from public prices and simulated quantities
ICP000012-202603,ICP000012,RET001,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,62.56756548999999,6,62.57,Calculated from public prices and simulated quantities
ICP000013-202603,ICP000013,RET002,URES,Central Canterbury Rural,2026-03,2026-03-01,2026-03-31,31,2025,56.40032798,6,56.4,Calculated from public prices and simulated quantities
ICP000014-202603,ICP000014,RET004,RSC,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,63.525674169999995,6,63.53,Calculated from public prices and simulated quantities
ICP000015-202603,ICP000015,RET004,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,61.25324075,6,61.25,Calculated from public prices and simulated quantities
ICP000016-202603,ICP000016,RET002,URES,Central Canterbury Rural,2026-03,2026-03-01,2026-03-31,31,2025,70.37139584,6,70.37,Calculated from public prices and simulated quantities
ICP000017-202603,ICP000017,RET003,RSC,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,83.78518754,6,83.79,Calculated from public prices and simulated quantities
ICP000018-202603,ICP000018,RET003,URES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,52.61124529,6,52.61,Calculated from public prices and simulated quantities
ICP000019-202603,ICP000019,RET001,RSU,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,88.24179336,6,88.24,Calculated from public prices and simulated quantities
ICP000020-202603,ICP000020,RET001,URES,Selwyn,2026-03,2026-03-01,2026-03-31,31,2025,56.405146540000004,6,56.41,Calculated from public prices and simulated quantities
ICP000021-202603,ICP000021,RET005,URES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,69.43689479,6,69.44,Calculated from public prices and simulated quantities
ICP000022-202603,ICP000022,RET002,RSC,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,92.28852939,6,92.29,Calculated from public prices and simulated quantities
ICP000023-202603,ICP000023,RET002,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,68.12293075,6,68.12,Calculated from public prices and simulated quantities
ICP000024-202603,ICP000024,RET002,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,52.29260409,6,52.29,Calculated from public prices and simulated quantities
ICP000025-202603,ICP000025,RET002,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,41.93391426,6,41.93,Calculated from public prices and simulated quantities
ICP000026-202603,ICP000026,RET004,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,48.73664779,6,48.74,Calculated from public prices and simulated quantities
ICP000027-202603,ICP000027,RET002,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,53.56866141,6,53.57,Calculated from public prices and simulated quantities
ICP000028-202603,ICP000028,RET002,RES,Selwyn,2026-03,2026-03-01,2026-03-31,31,2025,45.58062229,6,45.58,Calculated from public prices and simulated quantities
ICP000029-202603,ICP000029,RET001,RSC,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,86.15766281999998,6,86.16,Calculated from public prices and simulated quantities
ICP000030-202603,ICP000030,RET001,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,45.64090826,6,45.64,Calculated from public prices and simulated quantities
ICP000031-202603,ICP000031,RET002,RSU,Selwyn,2026-03,2026-03-01,2026-03-31,31,2025,66.10623671,6,66.11,Calculated from public prices and simulated quantities
ICP000032-202603,ICP000032,RET004,URES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,64.0187849,6,64.02,Calculated from public prices and simulated quantities
ICP000033-202603,ICP000033,RET002,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,80.15004191999999,6,80.15,Calculated from public prices and simulated quantities
ICP000034-202603,ICP000034,RET004,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,40.2134371,6,40.21,Calculated from public prices and simulated quantities
ICP000035-202603,ICP000035,RET005,RSC,Selwyn,2026-03,2026-03-01,2026-03-31,31,2025,72.73017567,6,72.73,Calculated from public prices and simulated quantities
ICP000036-202603,ICP000036,RET001,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,47.312106459999995,6,47.31,Calculated from public prices and simulated quantities
ICP000037-202603,ICP000037,RET004,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,48.46575454,6,48.47,Calculated from public prices and simulated quantities
ICP000038-202603,ICP000038,RET004,RSC,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,90.24089203999999,6,90.24,Calculated from public prices and simulated quantities
ICP000039-202603,ICP000039,RET004,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,44.75597867,6,44.76,Calculated from public prices and simulated quantities
ICP000040-202603,ICP000040,RET004,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,38.298874319999996,6,38.3,Calculated from public prices and simulated quantities
ICP000041-202603,ICP000041,RET004,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,81.66185721,6,81.66,Calculated from public prices and simulated quantities
ICP000042-202603,ICP000042,RET002,RSC,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,65.50796107,6,65.51,Calculated from public prices and simulated quantities
ICP000043-202603,ICP000043,RET001,RSC,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,95.72951273999999,6,95.73,Calculated from public prices and simulated quantities
ICP000044-202603,ICP000044,RET003,URES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,68.25272246,6,68.25,Calculated from public prices and simulated quantities
ICP000045-202603,ICP000045,RET001,RSC,Central Canterbury Rural,2026-03,2026-03-01,2026-03-31,31,2025,67.06612514999999,6,67.07,Calculated from public prices and simulated quantities
ICP000046-202603,ICP000046,RET002,RSC,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,89.89974634,6,89.9,Calculated from public prices and simulated quantities
ICP000047-202603,ICP000047,RET001,RSU,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,76.49181695,6,76.49,Calculated from public prices and simulated quantities
ICP000048-202603,ICP000048,RET002,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,57.60683894,6,57.61,Calculated from public prices and simulated quantities
ICP000049-202603,ICP000049,RET001,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,51.69289247,6,51.69,Calculated from public prices and simulated quantities
ICP000050-202603,ICP000050,RET004,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,59.651505619999995,6,59.65,Calculated from public prices and simulated quantities
ICP000051-202603,ICP000051,RET004,URES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,56.45366621,6,56.45,Calculated from public prices and simulated quantities
ICP000052-202603,ICP000052,RET001,RSC,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,111.83184003999999,6,111.83,Calculated from public prices and simulated quantities
ICP000053-202603,ICP000053,RET003,RSC,Central Canterbury Rural,2026-03,2026-03-01,2026-03-31,31,2025,68.00071057999999,6,68.0,Calculated from public prices and simulated quantities
ICP000054-202603,ICP000054,RET002,RSC,Selwyn,2026-03,2026-03-01,2026-03-31,31,2025,84.60533353999999,6,84.61,Calculated from public prices and simulated quantities
ICP000055-202603,ICP000055,RET001,RES,Central Canterbury Rural,2026-03,2026-03-01,2026-03-31,31,2025,46.49905074,6,46.5,Calculated from public prices and simulated quantities
ICP000056-202603,ICP000056,RET005,URES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,48.43003015,6,48.43,Calculated from public prices and simulated quantities
ICP000057-202603,ICP000057,RET001,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,66.78031232,6,66.78,Calculated from public prices and simulated quantities
ICP000058-202603,ICP000058,RET003,RES,Selwyn,2026-03,2026-03-01,2026-03-31,31,2025,45.87371288999999,6,45.87,Calculated from public prices and simulated quantities
ICP000059-202603,ICP000059,RET002,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,51.02582588,6,51.03,Calculated from public prices and simulated quantities
ICP000060-202603,ICP000060,RET002,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,50.42326894999999,6,50.42,Calculated from public prices and simulated quantities
ICP000061-202603,ICP000061,RET001,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,86.05868559,6,86.06,Calculated from public prices and simulated quantities
ICP000062-202603,ICP000062,RET002,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,52.30176643,6,52.3,Calculated from public prices and simulated quantities
ICP000063-202603,ICP000063,RET002,RSC,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,117.39996043999999,6,117.4,Calculated from public prices and simulated quantities
ICP000064-202603,ICP000064,RET002,RES,Central Canterbury Rural,2026-03,2026-03-01,2026-03-31,31,2025,54.54480587,6,54.54,Calculated from public prices and simulated quantities
ICP000065-202603,ICP000065,RET001,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,57.20140953999999,6,57.2,Calculated from public prices and simulated quantities
ICP000066-202603,ICP000066,RET002,RSC,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,93.96959023,6,93.97,Calculated from public prices and simulated quantities
ICP000067-202603,ICP000067,RET004,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,43.18430443,6,43.18,Calculated from public prices and simulated quantities
ICP000068-202603,ICP000068,RET004,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,45.17769439,6,45.18,Calculated from public prices and simulated quantities
ICP000069-202603,ICP000069,RET001,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,65.89747265999999,6,65.9,Calculated from public prices and simulated quantities
ICP000070-202603,ICP000070,RET001,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,63.6198462,6,63.62,Calculated from public prices and simulated quantities
ICP000071-202603,ICP000071,RET002,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,59.091810409999994,6,59.09,Calculated from public prices and simulated quantities
ICP000072-202603,ICP000072,RET004,RSC,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,58.75980816999999,6,58.76,Calculated from public prices and simulated quantities
ICP000073-202603,ICP000073,RET002,RSC,Central Canterbury Rural,2026-03,2026-03-01,2026-03-31,31,2025,68.65806046,6,68.66,Calculated from public prices and simulated quantities
ICP000074-202603,ICP000074,RET003,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,51.465089719999995,6,51.47,Calculated from public prices and simulated quantities
ICP000075-202603,ICP000075,RET003,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,46.03250959,6,46.03,Calculated from public prices and simulated quantities
ICP000076-202603,ICP000076,RET003,RSC,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,66.25125571,6,66.25,Calculated from public prices and simulated quantities
ICP000077-202603,ICP000077,RET002,RES,Central Canterbury Rural,2026-03,2026-03-01,2026-03-31,31,2025,64.15880066999999,6,64.16,Calculated from public prices and simulated quantities
ICP000078-202603,ICP000078,RET003,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,65.34816826000001,6,65.35,Calculated from public prices and simulated quantities
ICP000079-202603,ICP000079,RET002,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,43.55856607,6,43.56,Calculated from public prices and simulated quantities
ICP000080-202603,ICP000080,RET001,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,44.00816598,6,44.01,Calculated from public prices and simulated quantities
ICP000081-202603,ICP000081,RET003,RSU,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,76.3270469,6,76.33,Calculated from public prices and simulated quantities
ICP000082-202603,ICP000082,RET003,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,63.39462921,6,63.39,Calculated from public prices and simulated quantities
ICP000083-202603,ICP000083,RET003,RES,Selwyn,2026-03,2026-03-01,2026-03-31,31,2025,36.81111782,6,36.81,Calculated from public prices and simulated quantities
ICP000084-202603,ICP000084,RET004,RSC,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,70.26694192,6,70.27,Calculated from public prices and simulated quantities
ICP000085-202603,ICP000085,RET001,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,42.80832711,6,42.81,Calculated from public prices and simulated quantities
ICP000086-202603,ICP000086,RET004,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,70.90865975,6,70.91,Calculated from public prices and simulated quantities
ICP000087-202603,ICP000087,RET001,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,64.61533202000001,6,64.62,Calculated from public prices and simulated quantities
ICP000088-202603,ICP000088,RET001,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,55.48557803,6,55.49,Calculated from public prices and simulated quantities
ICP000089-202603,ICP000089,RET004,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,57.9362755,6,57.94,Calculated from public prices and simulated quantities
ICP000090-202603,ICP000090,RET002,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,64.00575029,6,64.01,Calculated from public prices and simulated quantities
ICP000091-202603,ICP000091,RET004,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,49.20102229,6,49.2,Calculated from public prices and simulated quantities
ICP000092-202603,ICP000092,RET001,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,58.4940782,6,58.49,Calculated from public prices and simulated quantities
ICP000093-202603,ICP000093,RET005,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,40.94631957,6,40.95,Calculated from public prices and simulated quantities
ICP000094-202603,ICP000094,RET005,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,51.94857663,6,51.95,Calculated from public prices and simulated quantities
ICP000095-202603,ICP000095,RET001,RES,Central Canterbury Rural,2026-03,2026-03-01,2026-03-31,31,2025,87.94344928,6,87.94,Calculated from public prices and simulated quantities
ICP000096-202603,ICP000096,RET002,URES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,78.53591363,6,78.54,Calculated from public prices and simulated quantities
ICP000097-202603,ICP000097,RET001,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,67.44374791999999,6,67.44,Calculated from public prices and simulated quantities
ICP000098-202603,ICP000098,RET005,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,51.10626266999999,6,51.11,Calculated from public prices and simulated quantities
ICP000099-202603,ICP000099,RET003,RSC,Selwyn,2026-03,2026-03-01,2026-03-31,31,2025,103.99669044,6,104.0,Calculated from public prices and simulated quantities
ICP000100-202603,ICP000100,RET003,RSC,Central Canterbury Rural,2026-03,2026-03-01,2026-03-31,31,2025,77.71302119999999,6,77.71,Calculated from public prices and simulated quantities
ICP000101-202603,ICP000101,RET003,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,77.88812659,6,77.89,Calculated from public prices and simulated quantities
ICP000102-202603,ICP000102,RET001,RSC,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,78.12660494999999,6,78.13,Calculated from public prices and simulated quantities
ICP000103-202603,ICP000103,RET002,RSC,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,75.90607643999999,6,75.91,Calculated from public prices and simulated quantities
ICP000104-202603,ICP000104,RET005,RSC,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,64.59118443999999,6,64.59,Calculated from public prices and simulated quantities
ICP000105-202603,ICP000105,RET001,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,60.99480457,6,60.99,Calculated from public prices and simulated quantities
ICP000106-202603,ICP000106,RET001,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,52.97459359,6,52.97,Calculated from public prices and simulated quantities
ICP000107-202603,ICP000107,RET004,URES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,58.72825175,6,58.73,Calculated from public prices and simulated quantities
ICP000108-202603,ICP000108,RET001,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,39.20463223,6,39.2,Calculated from public prices and simulated quantities
ICP000109-202603,ICP000109,RET001,RSC,Selwyn,2026-03,2026-03-01,2026-03-31,31,2025,53.664910109999994,6,53.66,Calculated from public prices and simulated quantities
ICP000110-202603,ICP000110,RET002,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,56.08831882,6,56.09,Calculated from public prices and simulated quantities
ICP000111-202603,ICP000111,RET002,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,48.32471156,6,48.32,Calculated from public prices and simulated quantities
ICP000112-202603,ICP000112,RET003,RSU,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,81.47856273000001,6,81.48,Calculated from public prices and simulated quantities
ICP000113-202603,ICP000113,RET001,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,48.15950884,6,48.16,Calculated from public prices and simulated quantities
ICP000114-202603,ICP000114,RET001,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,63.106800039999996,6,63.11,Calculated from public prices and simulated quantities
ICP000115-202603,ICP000115,RET004,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,53.0472493,6,53.05,Calculated from public prices and simulated quantities
ICP000116-202603,ICP000116,RET002,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,45.44997157,6,45.45,Calculated from public prices and simulated quantities
ICP000117-202603,ICP000117,RET001,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,57.00084605,6,57.0,Calculated from public prices and simulated quantities
ICP000118-202603,ICP000118,RET003,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,113.57085291,6,113.57,Calculated from public prices and simulated quantities
ICP000119-202603,ICP000119,RET004,RES,Selwyn,2026-03,2026-03-01,2026-03-31,31,2025,43.64642928,6,43.65,Calculated from public prices and simulated quantities
ICP000120-202603,ICP000120,RET004,RES,Selwyn,2026-03,2026-03-01,2026-03-31,31,2025,72.22687311,6,72.23,Calculated from public prices and simulated quantities
ICP000121-202603,ICP000121,RET002,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,61.9232887,6,61.92,Calculated from public prices and simulated quantities
ICP000122-202603,ICP000122,RET005,RES,Selwyn,2026-03,2026-03-01,2026-03-31,31,2025,42.40460354,6,42.4,Calculated from public prices and simulated quantities
ICP000123-202603,ICP000123,RET005,RSU,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,75.03710568000001,6,75.04,Calculated from public prices and simulated quantities
ICP000124-202603,ICP000124,RET004,RES,Central Canterbury Rural,2026-03,2026-03-01,2026-03-31,31,2025,56.52916267999999,6,56.53,Calculated from public prices and simulated quantities
ICP000125-202603,ICP000125,RET001,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,53.036027499999996,6,53.04,Calculated from public prices and simulated quantities
ICP000126-202603,ICP000126,RET001,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,44.28726632,6,44.29,Calculated from public prices and simulated quantities
ICP000127-202603,ICP000127,RET001,RSU,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,99.23073841,6,99.23,Calculated from public prices and simulated quantities
ICP000128-202603,ICP000128,RET001,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,49.35330854,6,49.35,Calculated from public prices and simulated quantities
ICP000129-202603,ICP000129,RET002,RES,Selwyn,2026-03,2026-03-01,2026-03-31,31,2025,68.15638170999999,6,68.16,Calculated from public prices and simulated quantities
ICP000130-202603,ICP000130,RET001,RSU,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,84.33443574,6,84.33,Calculated from public prices and simulated quantities
ICP000131-202603,ICP000131,RET001,RSC,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,76.17317715,6,76.17,Calculated from public prices and simulated quantities
ICP000132-202603,ICP000132,RET002,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,65.69491247,6,65.69,Calculated from public prices and simulated quantities
ICP000133-202603,ICP000133,RET002,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,62.64200312,6,62.64,Calculated from public prices and simulated quantities
ICP000134-202603,ICP000134,RET004,RES,Selwyn,2026-03,2026-03-01,2026-03-31,31,2025,66.9552593,6,66.96,Calculated from public prices and simulated quantities
ICP000135-202603,ICP000135,RET001,RSC,Central Canterbury Rural,2026-03,2026-03-01,2026-03-31,31,2025,89.86828523999999,6,89.87,Calculated from public prices and simulated quantities
ICP000136-202603,ICP000136,RET001,URES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,49.03235487,6,49.03,Calculated from public prices and simulated quantities
ICP000137-202603,ICP000137,RET004,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,41.07617536,6,41.08,Calculated from public prices and simulated quantities
ICP000138-202603,ICP000138,RET001,RES,Selwyn,2026-03,2026-03-01,2026-03-31,31,2025,49.65762884,6,49.66,Calculated from public prices and simulated quantities
ICP000139-202603,ICP000139,RET003,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,74.08673055,6,74.09,Calculated from public prices and simulated quantities
ICP000140-202603,ICP000140,RET002,URES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,67.82042907,6,67.82,Calculated from public prices and simulated quantities
ICP000141-202603,ICP000141,RET002,RES,Selwyn,2026-03,2026-03-01,2026-03-31,31,2025,84.0582795,6,84.06,Calculated from public prices and simulated quantities
ICP000142-202603,ICP000142,RET001,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,54.756690479999996,6,54.76,Calculated from public prices and simulated quantities
ICP000143-202603,ICP000143,RET002,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,72.36083488999999,6,72.36,Calculated from public prices and simulated quantities
ICP000144-202603,ICP000144,RET001,RSC,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,102.34345346999999,6,102.34,Calculated from public prices and simulated quantities
ICP000145-202603,ICP000145,RET004,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,42.11630157,6,42.12,Calculated from public prices and simulated quantities
ICP000146-202603,ICP000146,RET002,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,47.12341981,6,47.12,Calculated from public prices and simulated quantities
ICP000147-202603,ICP000147,RET003,RSC,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,102.80584961999999,6,102.81,Calculated from public prices and simulated quantities
ICP000148-202603,ICP000148,RET005,URES,Selwyn,2026-03,2026-03-01,2026-03-31,31,2025,77.98975111,6,77.99,Calculated from public prices and simulated quantities
ICP000149-202603,ICP000149,RET001,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,41.84175603,6,41.84,Calculated from public prices and simulated quantities
ICP000150-202603,ICP000150,RET001,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,39.3078326,6,39.31,Calculated from public prices and simulated quantities
ICP000151-202603,ICP000151,RET003,RSC,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,76.83175238,6,76.83,Calculated from public prices and simulated quantities
ICP000152-202603,ICP000152,RET002,RES,Selwyn,2026-03,2026-03-01,2026-03-31,31,2025,42.77971866,6,42.78,Calculated from public prices and simulated quantities
ICP000153-202603,ICP000153,RET003,URES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,87.83764013,6,87.84,Calculated from public prices and simulated quantities
ICP000154-202603,ICP000154,RET002,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,73.28668975,6,73.29,Calculated from public prices and simulated quantities
ICP000155-202603,ICP000155,RET004,RSC,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,65.0227386,6,65.02,Calculated from public prices and simulated quantities
ICP000156-202603,ICP000156,RET002,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,51.421391709999995,6,51.42,Calculated from public prices and simulated quantities
ICP000157-202603,ICP000157,RET005,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,61.34499749,6,61.34,Calculated from public prices and simulated quantities
ICP000158-202603,ICP000158,RET005,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,44.451283669999995,6,44.45,Calculated from public prices and simulated quantities
ICP000159-202603,ICP000159,RET001,RSC,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,70.24768379,6,70.25,Calculated from public prices and simulated quantities
ICP000160-202603,ICP000160,RET003,RSC,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,56.010686699999994,6,56.01,Calculated from public prices and simulated quantities
ICP000161-202603,ICP000161,RET003,RES,Selwyn,2026-03,2026-03-01,2026-03-31,31,2025,53.93670152,6,53.94,Calculated from public prices and simulated quantities
ICP000162-202603,ICP000162,RET001,RES,Selwyn,2026-03,2026-03-01,2026-03-31,31,2025,39.17631711,6,39.18,Calculated from public prices and simulated quantities
ICP000163-202603,ICP000163,RET003,RES,Selwyn,2026-03,2026-03-01,2026-03-31,31,2025,41.50129492,6,41.5,Calculated from public prices and simulated quantities
