consumption_id,icp_id,retailer_id,price_category_code,region,billing_month,charge_at_2025_rates,charge_at_2026_rates,price_change_impact,price_change_impact_pct,analysis_basis
ICP000001-202604,ICP000001,RET002,URES,Selwyn,2026-04,59.00939,67.40923,8.39984,14.23,Same quantities and categories; price schedule changed only
ICP000192-202604,ICP000192,RET002,RES,Central Canterbury Rural,2026-04,58.84926,67.83374,8.98448,15.27,Same quantities and categories; price schedule changed only
ICP000193-202604,ICP000193,RET004,RES,Christchurch Urban,2026-04,84.74849,96.47075,11.72226,13.83,Same quantities and categories; price schedule changed only
ICP000194-202604,ICP000194,RET002,RSC,Christchurch Urban,2026-04,65.97575,74.04994,8.07418,12.24,Same quantities and categories; price schedule changed only
ICP000195-202604,ICP000195,RET002,RES,Christchurch Urban,2026-04,71.25104,81.77645,10.52541,14.77,Same quantities and categories; price schedule changed only
ICP000196-202604,ICP000196,RET002,URES,Christchurch Urban,2026-04,62.70855,71.70997,9.00142,14.35,Same quantities and categories; price schedule changed only
ICP000197-202604,ICP000197,RET004,RES,Christchurch Urban,2026-04,56.11093,64.66362,8.5527,15.24,Same quantities and categories; price schedule changed only
ICP000198-202604,ICP000198,RET002,RES,Selwyn,2026-04,65.16856,74.694,9.52544,14.62,Same quantities and categories; price schedule changed only
ICP000199-202604,ICP000199,RET003,RES,Christchurch Urban,2026-04,61.69404,71.47787,9.78383,15.86,Same quantities and categories; price schedule changed only
ICP000200-202604,ICP000200,RET002,RES,Central Canterbury Rural,2026-04,62.23372,71.53259,9.29888,14.94,Same quantities and categories; price schedule changed only
ICP000201-202604,ICP000201,RET001,RES,Selwyn,2026-04,60.24212,69.17325,8.93113,14.83,Same quantities and categories; price schedule changed only
ICP000202-202604,ICP000202,RET005,RSC,Christchurch Urban,2026-04,77.65036,86.96004,9.30969,11.99,Same quantities and categories; price schedule changed only
ICP000203-202604,ICP000203,RET004,URES,Selwyn,2026-04,49.13763,56.6239,7.48627,15.24,Same quantities and categories; price schedule changed only
ICP000204-202604,ICP000204,RET005,RSU,Christchurch Urban,2026-04,84.9024,94.50638,9.60398,11.31,Same quantities and categories; price schedule changed only
ICP000205-202604,ICP000205,RET005,URES,Selwyn,2026-04,62.19698,71.18081,8.98383,14.44,Same quantities and categories; price schedule changed only
ICP000206-202604,ICP000206,RET001,RSC,Christchurch Urban,2026-04,104.14645,116.70599,12.55955,12.06,Same quantities and categories; price schedule changed only
ICP000207-202604,ICP000207,RET001,RES,Christchurch Urban,2026-04,70.65864,81.02374,10.3651,14.67,Same quantities and categories; price schedule changed only
ICP000208-202604,ICP000208,RET003,RES,Christchurch Urban,2026-04,57.74124,66.52936,8.78811,15.22,Same quantities and categories; price schedule changed only
ICP000209-202604,ICP000209,RET001,RES,Selwyn,2026-04,56.82596,65.68902,8.86306,15.6,Same quantities and categories; price schedule changed only
ICP000210-202604,ICP000210,RET003,RES,Christchurch Urban,2026-04,54.43498,63.14226,8.70728,16.0,Same quantities and categories; price schedule changed only
ICP000211-202604,ICP000211,RET002,RES,Selwyn,2026-04,68.72792,78.98207,10.25415,14.92,Same quantities and categories; price schedule changed only
ICP000212-202604,ICP000212,RET002,RES,Central Canterbury Rural,2026-04,44.92915,52.26466,7.33551,16.33,Same quantities and categories; price schedule changed only
ICP000213-202604,ICP000213,RET002,RSC,Christchurch Urban,2026-04,110.35359,123.89279,13.53919,12.27,Same quantities and categories; price schedule changed only
ICP000214-202604,ICP000214,RET002,RES,Christchurch Urban,2026-04,65.42002,75.11043,9.69041,14.81,Same quantities and categories; price schedule changed only
ICP000215-202604,ICP000215,RET004,RES,Central Canterbury Rural,2026-04,62.39976,71.83725,9.43748,15.12,Same quantities and categories; price schedule changed only
ICP000216-202604,ICP000216,RET003,URES,Christchurch Urban,2026-04,63.24096,72.19885,8.95789,14.16,Same quantities and categories; price schedule changed only
ICP000217-202604,ICP000217,RET001,RES,Central Canterbury Rural,2026-04,75.12578,85.75016,10.62439,14.14,Same quantities and categories; price schedule changed only
ICP000218-202604,ICP000218,RET005,RES,Christchurch Urban,2026-04,59.13101,68.01395,8.88295,15.02,Same quantities and categories; price schedule changed only
ICP000219-202604,ICP000219,RET005,RSC,Christchurch Urban,2026-04,85.69634,96.15423,10.45789,12.2,Same quantities and categories; price schedule changed only
ICP000220-202604,ICP000220,RET004,URES,Christchurch Urban,2026-04,81.58436,92.44684,10.86249,13.31,Same quantities and categories; price schedule changed only
ICP000221-202604,ICP000221,RET001,RSC,Christchurch Urban,2026-04,85.72131,95.76086,10.03955,11.71,Same quantities and categories; price schedule changed only
ICP000222-202604,ICP000222,RET002,RES,Selwyn,2026-04,64.51973,74.08834,9.56861,14.83,Same quantities and categories; price schedule changed only
ICP000223-202604,ICP000223,RET001,RES,Christchurch Urban,2026-04,79.4955,90.89788,11.40238,14.34,Same quantities and categories; price schedule changed only
ICP000224-202604,ICP000224,RET001,RSC,Christchurch Urban,2026-04,73.27861,82.04116,8.76255,11.96,Same quantities and categories; price schedule changed only
ICP000225-202604,ICP000225,RET001,RES,Christchurch Urban,2026-04,60.02489,69.15139,9.12649,15.2,Same quantities and categories; price schedule changed only
ICP000226-202604,ICP000226,RET001,RES,Christchurch Urban,2026-04,62.83831,72.11158,9.27327,14.76,Same quantities and categories; price schedule changed only
ICP000227-202604,ICP000227,RET001,RSC,Christchurch Urban,2026-04,78.49233,88.04209,9.54975,12.17,Same quantities and categories; price schedule changed only
ICP000228-202604,ICP000228,RET001,RES,Christchurch Urban,2026-04,60.61327,69.61921,9.00593,14.86,Same quantities and categories; price schedule changed only
ICP000229-202604,ICP000229,RET002,URES,Christchurch Urban,2026-04,54.75606,62.90982,8.15375,14.89,Same quantities and categories; price schedule changed only
ICP000230-202604,ICP000230,RET003,RES,Central Canterbury Rural,2026-04,57.879,66.71355,8.83455,15.26,Same quantities and categories; price schedule changed only
ICP000231-202604,ICP000231,RET004,RES,Christchurch Urban,2026-04,50.05513,57.97532,7.92019,15.82,Same quantities and categories; price schedule changed only
ICP000232-202604,ICP000232,RET002,RES,Christchurch Urban,2026-04,51.69762,59.87915,8.18153,15.83,Same quantities and categories; price schedule changed only
ICP000233-202604,ICP000233,RET002,RES,Central Canterbury Rural,2026-04,54.5421,63.28124,8.73914,16.02,Same quantities and categories; price schedule changed only
ICP000234-202604,ICP000234,RET003,RSC,Selwyn,2026-04,62.98787,70.15455,7.16668,11.38,Same quantities and categories; price schedule changed only
ICP000235-202604,ICP000235,RET001,RES,Christchurch Urban,2026-04,59.46786,68.39365,8.92579,15.01,Same quantities and categories; price schedule changed only
ICP000236-202604,ICP000236,RET001,RES,Selwyn,2026-04,51.52043,59.83357,8.31315,16.14,Same quantities and categories; price schedule changed only
ICP000237-202604,ICP000237,RET001,URES,Christchurch Urban,2026-04,58.89227,67.59676,8.70448,14.78,Same quantities and categories; price schedule changed only
ICP000238-202604,ICP000238,RET001,RES,Christchurch Urban,2026-04,54.38126,62.90532,8.52406,15.67,Same quantities and categories; price schedule changed only
ICP000239-202604,ICP000239,RET003,RES,Christchurch Urban,2026-04,55.24944,63.89512,8.64568,15.65,Same quantities and categories; price schedule changed only
ICP000240-202604,ICP000240,RET002,RES,Christchurch Urban,2026-04,80.00071,91.49707,11.49636,14.37,Same quantities and categories; price schedule changed only
ICP000241-202604,ICP000241,RET001,RSC,Christchurch Urban,2026-04,58.93725,65.87763,6.94039,11.78,Same quantities and categories; price schedule changed only
ICP000242-202604,ICP000242,RET002,RES,Christchurch Urban,2026-04,51.95926,60.23607,8.2768,15.93,Same quantities and categories; price schedule changed only
ICP000243-202604,ICP000243,RET003,RSC,Christchurch Urban,2026-04,88.83855,99.7832,10.94465,12.32,Same quantities and categories; price schedule changed only
ICP000244-202604,ICP000244,RET001,RES,Christchurch Urban,2026-04,66.25678,76.1504,9.89362,14.93,Same quantities and categories; price schedule changed only
ICP000245-202604,ICP000245,RET004,RES,Christchurch Urban,2026-04,61.16638,70.61177,9.44539,15.44,Same quantities and categories; price schedule changed only
ICP000246-202604,ICP000246,RET003,RES,Central Canterbury Rural,2026-04,63.03207,72.47164,9.43957,14.98,Same quantities and categories; price schedule changed only
ICP000247-202604,ICP000247,RET003,RES,Christchurch Urban,2026-04,47.23074,54.98995,7.75922,16.43,Same quantities and categories; price schedule changed only
ICP000248-202604,ICP000248,RET001,RSC,Christchurch Urban,2026-04,89.63636,100.76732,11.13096,12.42,Same quantities and categories; price schedule changed only
ICP000249-202604,ICP000249,RET001,URES,Selwyn,2026-04,64.23953,73.26602,9.02649,14.05,Same quantities and categories; price schedule changed only
ICP000250-202604,ICP000250,RET001,RES,Christchurch Urban,2026-04,57.08789,65.92374,8.83585,15.48,Same quantities and categories; price schedule changed only
ICP000251-202604,ICP000251,RET004,RES,Christchurch Urban,2026-04,43.086,50.42792,7.34191,17.04,Same quantities and categories; price schedule changed only
ICP000252-202604,ICP000252,RET002,RSU,Christchurch Urban,2026-04,70.06344,77.27557,7.21213,10.29,Same quantities and categories; price schedule changed only
ICP000253-202604,ICP000253,RET002,URES,Christchurch Urban,2026-04,65.34412,74.68646,9.34234,14.3,Same quantities and categories; price schedule changed only
ICP000254-202604,ICP000254,RET002,RES,Selwyn,2026-04,59.7218,68.95793,9.23613,15.47,Same quantities and categories; price schedule changed only
ICP000255-202604,ICP000255,RET003,URES,Christchurch Urban,2026-04,59.87785,68.49473,8.61688,14.39,Same quantities and categories; price schedule changed only
ICP000256-202604,ICP000256,RET001,RES,Selwyn,2026-04,66.04239,75.85526,9.81286,14.86,Same quantities and categories; price schedule changed only
ICP000257-202604,ICP000257,RET003,RSC,Selwyn,2026-04,99.35728,112.08844,12.73116,12.81,Same quantities and categories; price schedule changed only
ICP000258-202604,ICP000258,RET001,RSC,Christchurch Urban,2026-04,69.39511,77.80769,8.41258,12.12,Same quantities and categories; price schedule changed only
ICP000259-202604,ICP000259,RET002,RSC,Christchurch Urban,2026-04,101.7075,113.98276,12.27526,12.07,Same quantities and categories; price schedule changed only
ICP000260-202604,ICP000260,RET002,RES,Central Canterbury Rural,2026-04,58.13227,67.0656,8.93333,15.37,Same quantities and categories; price schedule changed only
ICP000261-202604,ICP000261,RET004,RES,Central Canterbury Rural,2026-04,58.44934,67.52339,9.07405,15.52,Same quantities and categories; price schedule changed only
ICP000262-202604,ICP000262,RET001,RES,Selwyn,2026-04,54.70468,63.00266,8.29797,15.17,Same quantities and categories; price schedule changed only
ICP000263-202604,ICP000263,RET001,URES,Christchurch Urban,2026-04,41.71808,48.32402,6.60594,15.83,Same quantities and categories; price schedule changed only
ICP000264-202604,ICP000264,RET001,RES,Central Canterbury Rural,2026-04,65.62357,75.24802,9.62445,14.67,Same quantities and categories; price schedule changed only
ICP000265-202604,ICP000265,RET003,RES,Christchurch Urban,2026-04,56.06049,64.85529,8.7948,15.69,Same quantities and categories; price schedule changed only
ICP000266-202604,ICP000266,RET003,RES,Christchurch Urban,2026-04,50.91389,58.97321,8.05931,15.83,Same quantities and categories; price schedule changed only
ICP000267-202604,ICP000267,RET001,RES,Christchurch Urban,2026-04,71.96606,82.19255,10.22649,14.21,Same quantities and categories; price schedule changed only
ICP000268-202604,ICP000268,RET001,RES,Christchurch Urban,2026-04,44.91658,52.33202,7.41544,16.51,Same quantities and categories; price schedule changed only
ICP000269-202604,ICP000269,RET003,RSC,Selwyn,2026-04,75.90541,85.21991,9.31451,12.27,Same quantities and categories; price schedule changed only
ICP000270-202604,ICP000270,RET002,RES,Christchurch Urban,2026-04,34.32951,40.60249,6.27299,18.27,Same quantities and categories; price schedule changed only
ICP000271-202604,ICP000271,RET004,RES,Christchurch Urban,2026-04,67.97484,78.22008,10.24525,15.07,Same quantities and categories; price schedule changed only
ICP000272-202604,ICP000272,RET005,RES,Christchurch Urban,2026-04,49.79332,57.74056,7.94724,15.96,Same quantities and categories; price schedule changed only
ICP000273-202604,ICP000273,RET001,RSC,Christchurch Urban,2026-04,116.06559,130.10393,14.03834,12.1,Same quantities and categories; price schedule changed only
ICP000274-202604,ICP000274,RET002,RSC,Christchurch Urban,2026-04,69.55346,78.04478,8.49132,12.21,Same quantities and categories; price schedule changed only
ICP000275-202604,ICP000275,RET004,RSC,Christchurch Urban,2026-04,54.49244,60.63089,6.13845,11.26,Same quantities and categories; price schedule changed only
ICP000276-202604,ICP000276,RET001,RES,Selwyn,2026-04,53.67816,62.39998,8.72181,16.25,Same quantities and categories; price schedule changed only
ICP000277-202604,ICP000277,RET001,RES,Christchurch Urban,2026-04,47.21318,54.82432,7.61114,16.12,Same quantities and categories; price schedule changed only
ICP000278-202604,ICP000278,RET001,RES,Christchurch Urban,2026-04,66.91556,76.77545,9.85989,14.73,Same quantities and categories; price schedule changed only
ICP000279-202604,ICP000279,RET001,RSC,Central Canterbury Rural,2026-04,61.04205,67.72097,6.67893,10.94,Same quantities and categories; price schedule changed only
ICP000280-202604,ICP000280,RET002,RSC,Selwyn,2026-04,88.78997,99.26519,10.47523,11.8,Same quantities and categories; price schedule changed only
ICP000281-202604,ICP000281,RET001,RES,Selwyn,2026-04,50.5522,58.52588,7.97368,15.77,Same quantities and categories; price schedule changed only
ICP000282-202604,ICP000282,RET001,RES,Christchurch Urban,2026-04,47.36975,55.03226,7.6625,16.18,Same quantities and categories; price schedule changed only
ICP000283-202604,ICP000283,RET004,RES,Christchurch Urban,2026-04,97.82288,110.97522,13.15234,13.45,Same quantities and categories; price schedule changed only
ICP000284-202604,ICP000284,RET002,URES,Christchurch Urban,2026-04,48.88996,56.43064,7.54068,15.42,Same quantities and categories; price schedule changed only
ICP000285-202604,ICP000285,RET001,RES,Christchurch Urban,2026-04,65.88443,75.47753,9.5931,14.56,Same quantities and categories; price schedule changed only
ICP000286-202604,ICP000286,RET001,RES,Christchurch Urban,2026-04,61.53324,70.97273,9.43949,15.34,Same quantities and categories; price schedule changed only
ICP000287-202604,ICP000287,RET005,RSC,Christchurch Urban,2026-04,94.44641,105.71473,11.26832,11.93,Same quantities and categories; price schedule changed only
ICP000288-202604,ICP000288,RET002,RSU,Christchurch Urban,2026-04,69.71859,76.57125,6.85266,9.83,Same quantities and categories; price schedule changed only
ICP000289-202604,ICP000289,RET001,RES,Christchurch Urban,2026-04,42.93212,50.21367,7.28154,16.96,Same quantities and categories; price schedule changed only
ICP000290-202604,ICP000290,RET001,RES,Christchurch Urban,2026-04,48.6772,56.62297,7.94577,16.32,Same quantities and categories; price schedule changed only
ICP000291-202604,ICP000291,RET003,RES,Christchurch Urban,2026-04,53.76682,62.12211,8.35529,15.54,Same quantities and categories; price schedule changed only
ICP000292-202604,ICP000292,RET001,RES,Christchurch Urban,2026-04,41.40195,48.56953,7.16758,17.31,Same quantities and categories; price schedule changed only
ICP000293-202604,ICP000293,RET002,RSC,Christchurch Urban,2026-04,77.66769,87.28101,9.61332,12.38,Same quantities and categories; price schedule changed only
ICP000294-202604,ICP000294,RET002,RES,Christchurch Urban,2026-04,49.91897,57.96486,8.04589,16.12,Same quantities and categories; price schedule changed only
ICP000295-202604,ICP000295,RET001,RES,Christchurch Urban,2026-04,63.74046,73.25638,9.51592,14.93,Same quantities and categories; price schedule changed only
ICP000296-202604,ICP000296,RET002,RES,Christchurch Urban,2026-04,62.16578,71.75214,9.58636,15.42,Same quantities and categories; price schedule changed only
ICP000297-202604,ICP000297,RET001,RES,Christchurch Urban,2026-04,49.2609,57.2535,7.9926,16.23,Same quantities and categories; price schedule changed only
ICP000298-202604,ICP000298,RET003,URES,Christchurch Urban,2026-04,60.43622,69.10746,8.67123,14.35,Same quantities and categories; price schedule changed only
ICP000299-202604,ICP000299,RET002,RES,Central Canterbury Rural,2026-04,73.18305,83.74084,10.55778,14.43,Same quantities and categories; price schedule changed only
ICP000300-202604,ICP000300,RET005,RES,Selwyn,2026-04,70.95581,81.15414,10.19833,14.37,Same quantities and categories; price schedule changed only
ICP000301-202604,ICP000301,RET001,URES,Christchurch Urban,2026-04,56.92031,65.25015,8.32984,14.63,Same quantities and categories; price schedule changed only
ICP000302-202604,ICP000302,RET003,RES,Christchurch Urban,2026-04,44.08292,51.37032,7.28739,16.53,Same quantities and categories; price schedule changed only
ICP000303-202604,ICP000303,RET005,RES,Selwyn,2026-04,66.90562,76.71035,9.80472,14.65,Same quantities and categories; price schedule changed only
ICP000304-202604,ICP000304,RET001,RSC,Christchurch Urban,2026-04,61.55005,68.55162,7.00157,11.38,Same quantities and categories; price schedule changed only
ICP000305-202604,ICP000305,RET002,RSC,Christchurch Urban,2026-04,83.4668,93.60463,10.13783,12.15,Same quantities and categories; price schedule changed only
ICP000306-202604,ICP000306,RET004,RES,Christchurch Urban,2026-04,79.80852,90.8207,11.01218,13.8,Same quantities and categories; price schedule changed only
ICP000307-202604,ICP000307,RET002,RES,Christchurch Urban,2026-04,65.65763,75.33811,9.68048,14.74,Same quantities and categories; price schedule changed only
ICP000308-202604,ICP000308,RET003,RES,Christchurch Urban,2026-04,76.05008,86.83928,10.7892,14.19,Same quantities and categories; price schedule changed only
ICP000309-202604,ICP000309,RET002,RES,Christchurch Urban,2026-04,48.71715,56.53412,7.81698,16.05,Same quantities and categories; price schedule changed only
ICP000310-202604,ICP000310,RET001,RES,Christchurch Urban,2026-04,50.40761,58.59413,8.18652,16.24,Same quantities and categories; price schedule changed only
ICP000311-202604,ICP000311,RET005,URES,Selwyn,2026-04,87.06159,98.58022,11.51863,13.23,Same quantities and categories; price schedule changed only
ICP000312-202604,ICP000312,RET001,RES,Central Canterbury Rural,2026-04,80.21908,91.61955,11.40047,14.21,Same quantities and categories; price schedule changed only
ICP000313-202604,ICP000313,RET004,RES,Central Canterbury Rural,2026-04,50.19183,58.41023,8.2184,16.37,Same quantities and categories; price schedule changed only
ICP000314-202604,ICP000314,RET001,RSC,Christchurch Urban,2026-04,88.67135,99.02878,10.35743,11.68,Same quantities and categories; price schedule changed only
ICP000315-202604,ICP000315,RET002,RES,Christchurch Urban,2026-04,54.96533,63.61628,8.65095,15.74,Same quantities and categories; price schedule changed only
ICP000316-202604,ICP000316,RET005,RES,Central Canterbury Rural,2026-04,68.98279,79.3367,10.35391,15.01,Same quantities and categories; price schedule changed only
ICP000317-202604,ICP000317,RET003,RES,Christchurch Urban,2026-04,99.93931,113.15592,13.21661,13.22,Same quantities and categories; price schedule changed only
ICP000318-202604,ICP000318,RET004,RSU,Christchurch Urban,2026-04,75.31197,83.19155,7.87958,10.46,Same quantities and categories; price schedule changed only
ICP000319-202604,ICP000319,RET001,RSC,Christchurch Urban,2026-04,69.81912,78.17455,8.35543,11.97,Same quantities and categories; price schedule changed only
ICP000320-202604,ICP000320,RET004,RES,Christchurch Urban,2026-04,62.13373,71.25854,9.12481,14.69,Same quantities and categories; price schedule changed only
ICP000321-202604,ICP000321,RET001,RES,Christchurch Urban,2026-04,58.74201,67.65406,8.91204,15.17,Same quantities and categories; price schedule changed only
ICP000322-202604,ICP000322,RET002,RES,Christchurch Urban,2026-04,62.69514,72.04693,9.35178,14.92,Same quantities and categories; price schedule changed only
ICP000323-202604,ICP000323,RET002,URES,Central Canterbury Rural,2026-04,61.02225,69.77924,8.757,14.35,Same quantities and categories; price schedule changed only
ICP000324-202604,ICP000324,RET002,RSC,Selwyn,2026-04,89.71554,100.32276,10.60722,11.82,Same quantities and categories; price schedule changed only
ICP000325-202604,ICP000325,RET004,RES,Christchurch Urban,2026-04,58.76363,67.93171,9.16808,15.6,Same quantities and categories; price schedule changed only
ICP000326-202604,ICP000326,RET002,RES,Christchurch Urban,2026-04,77.74299,88.65266,10.90967,14.03,Same quantities and categories; price schedule changed only
ICP000327-202604,ICP000327,RET001,RES,Christchurch Urban,2026-04,82.29355,93.63553,11.34198,13.78,Same quantities and categories; price schedule changed only
ICP000328-202604,ICP000328,RET001,RES,Christchurch Urban,2026-04,61.53902,70.80841,9.26939,15.06,Same quantities and categories; price schedule changed only
ICP000329-202604,ICP000329,RET001,RES,Selwyn,2026-04,55.36027,64.09054,8.73027,15.77,Same quantities and categories; price schedule changed only
ICP000330-202604,ICP000330,RET001,RSC,Christchurch Urban,2026-04,83.97606,93.72464,9.74859,11.61,Same quantities and categories; price schedule changed only
ICP000331-202604,ICP000331,RET001,RES,Christchurch Urban,2026-04,62.64625,72.21358,9.56733,15.27,Same quantities and categories; price schedule changed only
ICP000332-202604,ICP000332,RET002,RES,Christchurch Urban,2026-04,49.93455,57.91886,7.9843,15.99,Same quantities and categories; price schedule changed only
ICP000333-202604,ICP000333,RET001,RES,Christchurch Urban,2026-04,50.99645,59.10168,8.10524,15.89,Same quantities and categories; price schedule changed only
ICP000334-202604,ICP000334,RET001,RES,Christchurch Urban,2026-04,48.97959,56.8588,7.87921,16.09,Same quantities and categories; price schedule changed only
ICP000335-202604,ICP000335,RET001,RES,Christchurch Urban,2026-04,49.0194,56.94423,7.92482,16.17,Same quantities and categories; price schedule changed only
ICP000336-202604,ICP000336,RET003,RSC,Christchurch Urban,2026-04,55.37901,61.77061,6.3916,11.54,Same quantities and categories; price schedule changed only
ICP000337-202604,ICP000337,RET001,RSU,Christchurch Urban,2026-04,82.68508,91.76315,9.07806,10.98,Same quantities and categories; price schedule changed only
ICP000338-202604,ICP000338,RET002,RES,Central Canterbury Rural,2026-04,49.86523,58.09991,8.23468,16.51,Same quantities and categories; price schedule changed only
ICP000339-202604,ICP000339,RET002,RES,Christchurch Urban,2026-04,57.5542,66.63172,9.07752,15.77,Same quantities and categories; price schedule changed only
ICP000340-202604,ICP000340,RET003,RES,Christchurch Urban,2026-04,69.31162,79.30561,9.99399,14.42,Same quantities and categories; price schedule changed only
ICP000341-202604,ICP000341,RET005,RSC,Central Canterbury Rural,2026-04,94.53102,105.98879,11.45777,12.12,Same quantities and categories; price schedule changed only
ICP000342-202604,ICP000342,RET003,URES,Christchurch Urban,2026-04,74.58326,84.96896,10.3857,13.92,Same quantities and categories; price schedule changed only
ICP000343-202604,ICP000343,RET004,RES,Christchurch Urban,2026-04,68.45967,78.35599,9.89632,14.46,Same quantities and categories; price schedule changed only
ICP000344-202604,ICP000344,RET003,RES,Selwyn,2026-04,40.5194,47.42633,6.90693,17.05,Same quantities and categories; price schedule changed only
ICP000345-202604,ICP000345,RET004,RES,Christchurch Urban,2026-04,53.58877,62.03538,8.44661,15.76,Same quantities and categories; price schedule changed only
ICP000346-202604,ICP000346,RET001,RES,Christchurch Urban,2026-04,63.90446,73.63339,9.72893,15.22,Same quantities and categories; price schedule changed only
ICP000347-202604,ICP000347,RET004,RSC,Christchurch Urban,2026-04,110.36847,123.99386,13.62539,12.35,Same quantities and categories; price schedule changed only
ICP000348-202604,ICP000348,RET002,RES,Christchurch Urban,2026-04,94.19469,107.20152,13.00682,13.81,Same quantities and categories; price schedule changed only
ICP000349-202604,ICP000349,RET002,RSC,Christchurch Urban,2026-04,118.2584,133.24476,14.98636,12.67,Same quantities and categories; price schedule changed only
ICP000350-202604,ICP000350,RET003,URES,Selwyn,2026-04,48.80501,56.31297,7.50796,15.38,Same quantities and categories; price schedule changed only
ICP000351-202604,ICP000351,RET001,RES,Christchurch Urban,2026-04,57.86608,66.68105,8.81498,15.23,Same quantities and categories; price schedule changed only
ICP000352-202604,ICP000352,RET003,RES,Christchurch Urban,2026-04,67.02827,77.22611,10.19785,15.21,Same quantities and categories; price schedule changed only
ICP000353-202604,ICP000353,RET001,URES,Christchurch Urban,2026-04,57.58475,65.8158,8.23105,14.29,Same quantities and categories; price schedule changed only
ICP000354-202604,ICP000354,RET001,RSC,Christchurch Urban,2026-04,78.22692,87.6149,9.38798,12.0,Same quantities and categories; price schedule changed only
ICP000355-202604,ICP000355,RET001,RES,Christchurch Urban,2026-04,66.76566,76.56443,9.79877,14.68,Same quantities and categories; price schedule changed only
ICP000356-202604,ICP000356,RET002,RSC,Christchurch Urban,2026-04,121.64262,136.54088,14.89827,12.25,Same quantities and categories; price schedule changed only
ICP000357-202604,ICP000357,RET003,URES,Central Canterbury Rural,2026-04,77.30665,88.2032,10.89655,14.1,Same quantities and categories; price schedule changed only
ICP000358-202604,ICP000358,RET001,RES,Christchurch Urban,2026-04,61.11394,70.42153,9.30759,15.23,Same quantities and categories; price schedule changed only
ICP000359-202604,ICP000359,RET004,RES,Christchurch Urban,2026-04,70.57481,80.71313,10.13832,14.37,Same quantities and categories; price schedule changed only
ICP000360-202604,ICP000360,RET002,RES,Christchurch Urban,2026-04,64.53082,73.9857,9.45488,14.65,Same quantities and categories; price schedule changed only
ICP000361-202604,ICP000361,RET004,URES,Christchurch Urban,2026-04,61.42222,70.27721,8.85499,14.42,Same quantities and categories; price schedule changed only
ICP000362-202604,ICP000362,RET003,RSC,Christchurch Urban,2026-04,92.0178,103.16557,11.14777,12.11,Same quantities and categories; price schedule changed only
ICP000363-202604,ICP000363,RET004,RES,Christchurch Urban,2026-04,81.07147,92.33591,11.26445,13.89,Same quantities and categories; price schedule changed only
ICP000364-202604,ICP000364,RET005,RES,Christchurch Urban,2026-04,64.68939,74.2352,9.54581,14.76,Same quantities and categories; price schedule changed only
ICP000365-202604,ICP000365,RET002,RES,Christchurch Urban,2026-04,70.91336,81.27912,10.36576,14.62,Same quantities and categories; price schedule changed only
ICP000366-202604,ICP000366,RET001,RES,Selwyn,2026-04,44.06449,51.48223,7.41774,16.83,Same quantities and categories; price schedule changed only
ICP000367-202604,ICP000367,RET001,RES,Christchurch Urban,2026-04,79.09848,90.3222,11.22372,14.19,Same quantities and categories; price schedule changed only
ICP000368-202604,ICP000368,RET002,RES,Christchurch Urban,2026-04,54.27693,62.93208,8.65515,15.95,Same quantities and categories; price schedule changed only
ICP000369-202604,ICP000369,RET004,RES,Christchurch Urban,2026-04,75.97213,86.76242,10.7903,14.2,Same quantities and categories; price schedule changed only
ICP000370-202604,ICP000370,RET001,RSC,Christchurch Urban,2026-04,62.47331,69.72983,7.25652,11.62,Same quantities and categories; price schedule changed only
ICP000371-202604,ICP000371,RET001,RES,Christchurch Urban,2026-04,58.44152,67.23993,8.79841,15.06,Same quantities and categories; price schedule changed only
ICP000372-202604,ICP000372,RET004,RES,Christchurch Urban,2026-04,56.50455,65.27878,8.77423,15.53,Same quantities and categories; price schedule changed only
ICP000373-202604,ICP000373,RET001,RES,Christchurch Urban,2026-04,62.64951,71.98713,9.33762,14.9,Same quantities and categories; price schedule changed only
ICP000374-202604,ICP000374,RET004,RES,Central Canterbury Rural,2026-04,63.79294,73.22698,9.43404,14.79,Same quantities and categories; price schedule changed only
ICP000375-202604,ICP000375,RET002,RES,Christchurch Urban,2026-04,58.80561,67.73232,8.92671,15.18,Same quantities and categories; price schedule changed only
ICP000376-202604,ICP000376,RET002,RES,Selwyn,2026-04,70.05698,80.17405,10.11706,14.44,Same quantities and categories; price schedule changed only
ICP000377-202604,ICP000377,RET004,RES,Selwyn,2026-04,55.41669,64.1409,8.72421,15.74,Same quantities and categories; price schedule changed only
ICP000378-202604,ICP000378,RET003,URES,Christchurch Urban,2026-04,79.39674,90.18602,10.78928,13.59,Same quantities and categories; price schedule changed only
ICP000379-202604,ICP000379,RET003,RES,Christchurch Urban,2026-04,56.80752,65.43244,8.62492,15.18,Same quantities and categories; price schedule changed only
ICP000380-202604,ICP000380,RET004,RES,Christchurch Urban,2026-04,70.93254,80.93741,10.00487,14.1,Same quantities and categories; price schedule changed only
ICP000381-202604,ICP000381,RET001,RES,Christchurch Urban,2026-04,71.106,81.40234,10.29634,14.48,Same quantities and categories; price schedule changed only
ICP000382-202604,ICP000382,RET002,RSU,Christchurch Urban,2026-04,99.48566,110.25622,10.77056,10.83,Same quantities and categories; price schedule changed only
ICP000383-202604,ICP000383,RET004,RES,Selwyn,2026-04,70.45048,80.62527,10.17479,14.44,Same quantities and categories; price schedule changed only
