consumption_id,icp_id,retailer_id,price_category_code,region,billing_month,billing_period_start,billing_period_end,icp_days,price_year,expected_delivery_charge_unrounded,component_count,expected_delivery_charge,data_origin,system_billed_amount_unrounded,system_billed_amount,system_line_count,detected_issue_type,billing_variance_unrounded,billing_variance,absolute_variance,variance_direction,validation_status,total_kwh
ICP000446-202602,ICP000446,RET004,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,67.30947739999999,6,67.31,Calculated reconciliation,67.30947739999999,67.31,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,776.948
ICP000447-202602,ICP000447,RET002,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,63.02047981,6,63.02,Calculated reconciliation,63.02047981,63.02,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,614.795
ICP000448-202602,ICP000448,RET005,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,71.84019540999999,6,71.84,Calculated reconciliation,71.84019540999999,71.84,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,787.804
ICP000449-202602,ICP000449,RET001,URES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,50.69462426,6,50.69,Calculated reconciliation,50.69462426,50.69,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,396.926
ICP000450-202602,ICP000450,RET005,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,38.68406873,6,38.68,Calculated reconciliation,38.68406873,38.68,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,421.109
ICP000451-202602,ICP000451,RET003,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,49.215396049999995,6,49.22,Calculated reconciliation,49.215396049999995,49.22,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,527.909
ICP000452-202602,ICP000452,RET001,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,41.006858359999995,6,41.01,Calculated reconciliation,41.006858359999995,41.01,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,357.778
ICP000453-202602,ICP000453,RET004,RES,Selwyn,2026-02,2026-02-01,2026-02-28,28,2025,71.56359124,6,71.56,Calculated reconciliation,71.56359124,71.56,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,731.799
ICP000454-202602,ICP000454,RET002,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,51.25207544,6,51.25,Calculated reconciliation,51.25207544,51.25,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,539.873
ICP000455-202602,ICP000455,RET002,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,52.18867297,6,52.19,Calculated reconciliation,52.18867297,52.19,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,528.483
ICP000456-202602,ICP000456,RET001,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,52.07690481,6,52.08,Calculated reconciliation,52.07690481,52.08,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,518.327
ICP000457-202602,ICP000457,RET001,URES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,56.278611379999994,6,56.28,Calculated reconciliation,56.278611379999994,56.28,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,501.577
ICP000458-202602,ICP000458,RET001,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,50.47311396,6,50.47,Calculated reconciliation,50.47311396,50.47,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,455.64
ICP000459-202602,ICP000459,RET001,RSC,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,87.54347824999999,6,87.54,Calculated reconciliation,87.54347824999999,87.54,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,1142.25
ICP000460-202602,ICP000460,RET001,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,54.62075539,6,54.62,Calculated reconciliation,54.62075539,54.62,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,539.778
ICP000461-202602,ICP000461,RET001,RES,Selwyn,2026-02,2026-02-01,2026-02-28,28,2025,55.76330274,6,55.76,Calculated reconciliation,55.76330274,55.76,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,569.686
ICP000462-202602,ICP000462,RET002,RES,Selwyn,2026-02,2026-02-01,2026-02-28,28,2025,56.01458239,6,56.01,Calculated reconciliation,56.01458239,56.01,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,470.343
ICP000463-202602,ICP000463,RET003,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,59.04407995,6,59.04,Calculated reconciliation,59.04407995,59.04,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,738.41
ICP000464-202602,ICP000464,RET005,RSC,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,55.27102823,6,55.27,Calculated reconciliation,55.27102823,55.27,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,559.091
ICP000465-202602,ICP000465,RET001,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,61.83400884,6,61.83,Calculated reconciliation,61.83400884,61.83,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,563.322
ICP000466-202602,ICP000466,RET001,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,49.95174396,6,49.95,Calculated reconciliation,49.95174396,49.95,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,630.986
ICP000467-202602,ICP000467,RET001,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,58.632870100000005,6,58.63,Calculated reconciliation,58.632870100000005,58.63,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,441.609
ICP000468-202602,ICP000468,RET001,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,51.71492266,6,51.71,Calculated reconciliation,51.71492266,51.71,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,441.791
ICP000469-202602,ICP000469,RET005,RSC,Selwyn,2026-02,2026-02-01,2026-02-28,28,2025,84.66064818,6,84.66,Calculated reconciliation,84.66064818,84.66,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,1051.596
ICP000470-202602,ICP000470,RET002,URES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,56.92687135,6,56.93,Calculated reconciliation,56.92687135,56.93,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,438.541
ICP000471-202602,ICP000471,RET001,RSU,Selwyn,2026-02,2026-02-01,2026-02-28,28,2025,87.79343095,6,87.79,Calculated reconciliation,87.79343095,87.79,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,737.87
ICP000472-202602,ICP000472,RET001,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,49.03098995,6,49.03,Calculated reconciliation,49.03098995,49.03,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,496.995
ICP000473-202602,ICP000473,RET001,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,48.47884171,6,48.48,Calculated reconciliation,48.47884171,48.48,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,582.123
ICP000474-202602,ICP000474,RET005,RSC,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,87.54126341,6,87.54,Calculated reconciliation,87.54126341,87.54,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,896.935
ICP000475-202602,ICP000475,RET002,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,40.04706467,6,40.05,Calculated reconciliation,40.04706467,40.05,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,335.624
ICP000476-202602,ICP000476,RET003,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,50.34398554,6,50.34,Calculated reconciliation,50.34398554,50.34,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,451.438
ICP000477-202602,ICP000477,RET003,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,32.603707719999996,6,32.6,Calculated reconciliation,32.603707719999996,32.6,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,321.951
ICP000478-202602,ICP000478,RET002,URES,Central Canterbury Rural,2026-02,2026-02-01,2026-02-28,28,2025,56.30617032,6,56.31,Calculated reconciliation,56.30617032,56.31,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,432.203
ICP000479-202602,ICP000479,RET002,RSC,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,105.4800796,6,105.48,Calculated reconciliation,105.4800796,105.48,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,1050.908
ICP000480-202602,ICP000480,RET003,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,54.1166683,6,54.12,Calculated reconciliation,54.1166683,54.12,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,467.649
ICP000481-202602,ICP000481,RET003,URES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,66.81355244,6,66.81,Calculated reconciliation,66.81355244,66.81,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,520.456
ICP000482-202602,ICP000482,RET003,RES,Selwyn,2026-02,2026-02-01,2026-02-28,28,2025,43.55342726,6,43.55,Calculated reconciliation,43.55342726,43.55,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,505.877
ICP000483-202602,ICP000483,RET003,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,60.63748622,6,60.64,Calculated reconciliation,60.63748622,60.64,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,614.522
ICP000484-202602,ICP000484,RET004,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,45.482857679999995,6,45.48,Calculated reconciliation,45.482857679999995,45.48,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,370.524
ICP000485-202602,ICP000485,RET001,RSC,Selwyn,2026-02,2026-02-01,2026-02-28,28,2025,46.13794348,6,46.14,Calculated reconciliation,46.13794348,46.14,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,346.45
ICP000486-202602,ICP000486,RET001,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,55.5253144,6,55.53,Calculated reconciliation,55.5253144,55.53,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,418.989
ICP000487-202602,ICP000487,RET003,RES,Selwyn,2026-02,2026-02-01,2026-02-28,28,2025,66.39917967,6,66.4,Calculated reconciliation,66.39917967,66.4,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,688.322
ICP000488-202602,ICP000488,RET003,RES,Selwyn,2026-02,2026-02-01,2026-02-28,28,2025,44.25182712,6,44.25,Calculated reconciliation,44.25182712,44.25,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,459.684
ICP000489-202602,ICP000489,RET003,URES,Selwyn,2026-02,2026-02-01,2026-02-28,28,2025,89.85433349,6,89.85,Calculated reconciliation,89.85433349,89.85,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,800.607
ICP000490-202602,ICP000490,RET004,RSC,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,78.32740523,6,78.33,Calculated reconciliation,78.32740523,78.33,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,916.124
ICP000491-202602,ICP000491,RET002,RSC,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,55.24259693,6,55.24,Calculated reconciliation,55.24259693,55.24,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,533.582
ICP000492-202602,ICP000492,RET005,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,65.91823593,6,65.92,Calculated reconciliation,65.91823593,65.92,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,622.945
ICP000493-202602,ICP000493,RET001,RES,Central Canterbury Rural,2026-02,2026-02-01,2026-02-28,28,2025,62.408413409999994,6,62.41,Calculated reconciliation,62.408413409999994,62.41,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,712.999
ICP000494-202602,ICP000494,RET002,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,60.55876051,6,60.56,Calculated reconciliation,60.55876051,60.56,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,653.974
ICP000495-202602,ICP000495,RET001,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,72.63948174000001,6,72.64,Calculated reconciliation,72.63948174000001,72.64,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,598.758
ICP000496-202602,ICP000496,RET001,RSC,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,47.201626909999995,6,47.2,Calculated reconciliation,47.201626909999995,47.2,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,290.227
ICP000497-202602,ICP000497,RET003,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,63.2083293,6,63.21,Calculated reconciliation,63.2083293,63.21,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,562.543
ICP000498-202602,ICP000498,RET004,RES,Selwyn,2026-02,2026-02-01,2026-02-28,28,2025,48.73076438,6,48.73,Calculated reconciliation,48.73076438,48.73,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,360.539
ICP000499-202602,ICP000499,RET001,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,48.61797564,6,48.62,Calculated reconciliation,48.61797564,48.62,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,383.514
ICP000500-202602,ICP000500,RET002,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,48.87872868,6,48.88,Calculated reconciliation,48.87872868,48.88,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,453.081
ICP000001-202603,ICP000001,RET002,URES,Selwyn,2026-03,2026-03-01,2026-03-31,31,2025,49.07251832,6,49.07,Calculated reconciliation,49.07251832,49.07,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,332.475
ICP000002-202603,ICP000002,RET004,RSC,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,76.33452197999999,6,76.33,Calculated reconciliation,76.33452197999999,76.33,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,799.112
ICP000003-202603,ICP000003,RET001,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,88.74906161,6,88.75,Calculated reconciliation,88.74906161,88.75,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,866.451
ICP000004-202603,ICP000004,RET003,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,74.74832574999999,6,74.75,Calculated reconciliation,74.74832574999999,74.75,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,651.575
ICP000005-202603,ICP000005,RET001,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,50.24193664,6,50.24,Calculated reconciliation,50.24193664,50.24,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,468.652
ICP000006-202603,ICP000006,RET005,RSU,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,84.0505852,6,84.05,Calculated reconciliation,84.0505852,84.05,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,847.919
ICP000007-202603,ICP000007,RET001,RSC,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,94.42566448,6,94.43,Calculated reconciliation,94.42566448,94.43,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,1057.343
ICP000008-202603,ICP000008,RET002,RSC,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,60.66268793,6,60.66,Calculated reconciliation,60.66268793,60.66,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,608.792
ICP000009-202603,ICP000009,RET005,URES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,85.43603252999999,6,85.44,Calculated reconciliation,85.43603252999999,85.44,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,858.456
ICP000010-202603,ICP000010,RET005,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,56.990738879999995,6,56.99,Calculated reconciliation,56.990738879999995,56.99,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,694.547
ICP000011-202603,ICP000011,RET001,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,47.48598453,6,47.49,Calculated reconciliation,47.48598453,47.49,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,361.427
ICP000012-202603,ICP000012,RET001,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,62.56756548999999,6,62.57,Calculated reconciliation,62.56756548999999,62.57,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,535.7
ICP000013-202603,ICP000013,RET002,URES,Central Canterbury Rural,2026-03,2026-03-01,2026-03-31,31,2025,56.40032798,6,56.4,Calculated reconciliation,56.40032798,56.4,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,514.221
ICP000014-202603,ICP000014,RET004,RSC,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,63.525674169999995,6,63.53,Calculated reconciliation,63.525674169999995,63.53,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,632.33
ICP000015-202603,ICP000015,RET004,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,61.25324075,6,61.25,Calculated reconciliation,61.25324075,61.25,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,699.259
ICP000016-202603,ICP000016,RET002,URES,Central Canterbury Rural,2026-03,2026-03-01,2026-03-31,31,2025,70.37139584,6,70.37,Calculated reconciliation,70.37139584,70.37,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,584.784
ICP000017-202603,ICP000017,RET003,RSC,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,83.78518754,6,83.79,Calculated reconciliation,83.78518754,83.79,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,965.901
ICP000018-202603,ICP000018,RET003,URES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,52.61124529,6,52.61,Calculated reconciliation,52.61124529,52.61,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,431.939
ICP000019-202603,ICP000019,RET001,RSU,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,88.24179336,6,88.24,Calculated reconciliation,88.24179336,88.24,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,720.189
ICP000020-202603,ICP000020,RET001,URES,Selwyn,2026-03,2026-03-01,2026-03-31,31,2025,56.40514654,6,56.41,Calculated reconciliation,56.40514654,56.41,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,526.11
ICP000021-202603,ICP000021,RET005,URES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,69.43689479,6,69.44,Calculated reconciliation,74.68689479,74.69,6,CALCULATION_ERROR,5.25,5.25,5.25,Overbilled,REVIEW,554.523
ICP000022-202603,ICP000022,RET002,RSC,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,92.28852939,6,92.29,Calculated reconciliation,92.28852939,92.29,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,1049.662
ICP000023-202603,ICP000023,RET002,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,68.12293075,6,68.12,Calculated reconciliation,68.12293075,68.12,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,850.78
ICP000024-202603,ICP000024,RET002,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,52.29260409,6,52.29,Calculated reconciliation,52.29260409,52.29,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,503.931
ICP000025-202603,ICP000025,RET002,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,41.93391426,6,41.93,Calculated reconciliation,41.93391426,41.93,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,434.432
ICP000026-202603,ICP000026,RET004,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,48.73664779,6,48.74,Calculated reconciliation,48.73664779,48.74,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,366.249
ICP000027-202603,ICP000027,RET002,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,53.56866141,6,53.57,Calculated reconciliation,53.56866141,53.57,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,441.666
ICP000028-202603,ICP000028,RET002,RES,Selwyn,2026-03,2026-03-01,2026-03-31,31,2025,45.58062229,6,45.58,Calculated reconciliation,45.58062229,45.58,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,350.727
ICP000029-202603,ICP000029,RET001,RSC,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,86.15766281999998,6,86.16,Calculated reconciliation,86.15766281999998,86.16,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,911.736
ICP000030-202603,ICP000030,RET001,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,45.64090826,6,45.64,Calculated reconciliation,45.64090826,45.64,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,408.423
ICP000031-202603,ICP000031,RET002,RSU,Selwyn,2026-03,2026-03-01,2026-03-31,31,2025,66.10623671,6,66.11,Calculated reconciliation,66.10623671,66.11,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,506.915
ICP000032-202603,ICP000032,RET004,URES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,64.0187849,6,64.02,Calculated reconciliation,64.0187849,64.02,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,513.606
ICP000033-202603,ICP000033,RET002,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,80.15004191999999,6,80.15,Calculated reconciliation,80.15004191999999,80.15,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,714.278
ICP000034-202603,ICP000034,RET004,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,40.2134371,6,40.21,Calculated reconciliation,40.2134371,40.21,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,332.513
ICP000035-202603,ICP000035,RET005,RSC,Selwyn,2026-03,2026-03-01,2026-03-31,31,2025,72.73017567,6,72.73,Calculated reconciliation,72.73017567,72.73,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,518.187
ICP000036-202603,ICP000036,RET001,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,47.312106459999995,6,47.31,Calculated reconciliation,47.312106459999995,47.31,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,451.002
ICP000037-202603,ICP000037,RET004,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,48.46575454,6,48.47,Calculated reconciliation,48.46575454,48.47,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,434.879
ICP000038-202603,ICP000038,RET004,RSC,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,90.24089204,6,90.24,Calculated reconciliation,90.24089204,90.24,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,873.406
ICP000039-202603,ICP000039,RET004,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,44.75597867,6,44.76,Calculated reconciliation,44.75597867,44.76,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,345.175
ICP000040-202603,ICP000040,RET004,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,38.29887432,6,38.3,Calculated reconciliation,38.29887432,38.3,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,327.194
ICP000041-202603,ICP000041,RET004,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,81.66185721,6,81.66,Calculated reconciliation,81.66185721,81.66,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,777.323
ICP000042-202603,ICP000042,RET002,RSC,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,65.50796107,6,65.51,Calculated reconciliation,65.50796107,65.51,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,626.173
ICP000043-202603,ICP000043,RET001,RSC,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,95.72951274,6,95.73,Calculated reconciliation,95.72951274,95.73,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,928.426
ICP000044-202603,ICP000044,RET003,URES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,68.25272246,6,68.25,Calculated reconciliation,68.25272246,68.25,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,447.083
ICP000045-202603,ICP000045,RET001,RSC,Central Canterbury Rural,2026-03,2026-03-01,2026-03-31,31,2025,67.06612514999999,6,67.07,Calculated reconciliation,67.06612514999999,67.07,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,764.809
ICP000046-202603,ICP000046,RET002,RSC,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,89.89974634,6,89.9,Calculated reconciliation,89.89974634,89.9,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,853.854
ICP000047-202603,ICP000047,RET001,RSU,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,76.49181695,6,76.49,Calculated reconciliation,76.49181695,76.49,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,637.298
ICP000048-202603,ICP000048,RET002,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,57.60683894,6,57.61,Calculated reconciliation,57.60683894,57.61,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,513.416
ICP000049-202603,ICP000049,RET001,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,51.69289247,6,51.69,Calculated reconciliation,51.69289247,51.69,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,448.034
ICP000050-202603,ICP000050,RET004,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,59.651505619999995,6,59.65,Calculated reconciliation,59.651505619999995,59.65,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,624.955
ICP000051-202603,ICP000051,RET004,URES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,56.45366621,6,56.45,Calculated reconciliation,56.45366621,56.45,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,505.056
ICP000052-202603,ICP000052,RET001,RSC,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,111.83184004,6,111.83,Calculated reconciliation,111.83184004,111.83,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,1120.07
ICP000053-202603,ICP000053,RET003,RSC,Central Canterbury Rural,2026-03,2026-03-01,2026-03-31,31,2025,68.00071057999999,6,68.0,Calculated reconciliation,68.00071057999999,68.0,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,714.283
ICP000054-202603,ICP000054,RET002,RSC,Selwyn,2026-03,2026-03-01,2026-03-31,31,2025,84.60533353999999,6,84.61,Calculated reconciliation,84.60533353999999,84.61,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,834.997
ICP000055-202603,ICP000055,RET001,RES,Central Canterbury Rural,2026-03,2026-03-01,2026-03-31,31,2025,46.49905074,6,46.5,Calculated reconciliation,46.49905074,46.5,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,409.553
ICP000056-202603,ICP000056,RET005,URES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,48.43003015,6,48.43,Calculated reconciliation,48.43003015,48.43,6,NO_ISSUE,0.0,0.0,0.0,No material variance,PASS,259.254
