consumption_id,icp_id,retailer_id,connection_group,control_type,price_category_code,region,billing_month,billing_period_start,billing_period_end,icp_days,component_name,quantity,quantity_unit,price_year,effective_from,effective_to,component_code,delivery_price,unit,price_effective_for_period,expected_charge_unrounded,expected_charge_display,data_origin
ICP000082-202603,ICP000082,RET003,Residential Low User,Controlled,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,Weekend,283.645,kWh,2025,2025-04-01,2026-03-31,RESCWKD,0.03913,$/kWh,True,11.099028849999998,11.09903,Calculated from public prices and simulated quantities
ICP000083-202603,ICP000083,RET003,Residential Low User,Controlled,RES,Selwyn,2026-03,2026-03-01,2026-03-31,31,Fixed Daily Charge,31.0,connection days,2025,2025-04-01,2026-03-31,RESCFXD,0.6078,$/con/day,True,18.8418,18.8418,Calculated from public prices and simulated quantities
ICP000083-202603,ICP000083,RET003,Residential Low User,Controlled,RES,Selwyn,2026-03,2026-03-01,2026-03-31,31,Off Peak,83.9,kWh,2025,2025-04-01,2026-03-31,RESCOP,0.00721,$/kWh,True,0.6049190000000001,0.60492,Calculated from public prices and simulated quantities
ICP000083-202603,ICP000083,RET003,Residential Low User,Controlled,RES,Selwyn,2026-03,2026-03-01,2026-03-31,31,Peak,42.664,kWh,2025,2025-04-01,2026-03-31,RESCP,0.15611,$/kWh,True,6.66027704,6.66028,Calculated from public prices and simulated quantities
ICP000083-202603,ICP000083,RET003,Residential Low User,Controlled,RES,Selwyn,2026-03,2026-03-01,2026-03-31,31,Shoulder,76.639,kWh,2025,2025-04-01,2026-03-31,RESCSH,0.09101,$/kWh,True,6.974915389999999,6.97492,Calculated from public prices and simulated quantities
ICP000083-202603,ICP000083,RET003,Residential Low User,Controlled,RES,Selwyn,2026-03,2026-03-01,2026-03-31,31,Super Off Peak,21.617,kWh,2025,2025-04-01,2026-03-31,RESCSOP,0.0,$/kWh,True,0.0,0.0,Calculated from public prices and simulated quantities
ICP000083-202603,ICP000083,RET003,Residential Low User,Controlled,RES,Selwyn,2026-03,2026-03-01,2026-03-31,31,Weekend,95.303,kWh,2025,2025-04-01,2026-03-31,RESCWKD,0.03913,$/kWh,True,3.72920639,3.72921,Calculated from public prices and simulated quantities
ICP000084-202603,ICP000084,RET004,Residential Standard User,Controlled,RSC,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,Fixed Daily Charge,31.0,connection days,2025,2025-04-01,2026-03-31,RSCCFXD,1.0191,$/con/day,True,31.592099999999995,31.5921,Calculated from public prices and simulated quantities
ICP000084-202603,ICP000084,RET004,Residential Standard User,Controlled,RSC,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,Off Peak,115.225,kWh,2025,2025-04-01,2026-03-31,RSCCOP,0.00582,$/kWh,True,0.6706095,0.67061,Calculated from public prices and simulated quantities
ICP000084-202603,ICP000084,RET004,Residential Standard User,Controlled,RSC,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,Peak,88.213,kWh,2025,2025-04-01,2026-03-31,RSCCP,0.12458,$/kWh,True,10.989575539999999,10.98958,Calculated from public prices and simulated quantities
ICP000084-202603,ICP000084,RET004,Residential Standard User,Controlled,RSC,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,Shoulder,292.18,kWh,2025,2025-04-01,2026-03-31,RSCCSH,0.0726,$/kWh,True,21.212267999999998,21.21227,Calculated from public prices and simulated quantities
ICP000084-202603,ICP000084,RET004,Residential Standard User,Controlled,RSC,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,Super Off Peak,4.059,kWh,2025,2025-04-01,2026-03-31,RSCCSOP,0.0,$/kWh,True,0.0,0.0,Calculated from public prices and simulated quantities
ICP000084-202603,ICP000084,RET004,Residential Standard User,Controlled,RSC,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,Weekend,186.632,kWh,2025,2025-04-01,2026-03-31,RSCCWKD,0.03109,$/kWh,True,5.80238888,5.80239,Calculated from public prices and simulated quantities
ICP000085-202603,ICP000085,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,Fixed Daily Charge,31.0,connection days,2025,2025-04-01,2026-03-31,RESCFXD,0.6078,$/con/day,True,18.8418,18.8418,Calculated from public prices and simulated quantities
ICP000085-202603,ICP000085,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,Off Peak,40.372,kWh,2025,2025-04-01,2026-03-31,RESCOP,0.00721,$/kWh,True,0.29108212,0.29108,Calculated from public prices and simulated quantities
ICP000085-202603,ICP000085,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,Peak,79.198,kWh,2025,2025-04-01,2026-03-31,RESCP,0.15611,$/kWh,True,12.36359978,12.3636,Calculated from public prices and simulated quantities
ICP000085-202603,ICP000085,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,Shoulder,69.718,kWh,2025,2025-04-01,2026-03-31,RESCSH,0.09101,$/kWh,True,6.34503518,6.34504,Calculated from public prices and simulated quantities
ICP000085-202603,ICP000085,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,Super Off Peak,13.406,kWh,2025,2025-04-01,2026-03-31,RESCSOP,0.0,$/kWh,True,0.0,0.0,Calculated from public prices and simulated quantities
ICP000085-202603,ICP000085,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,Weekend,126.931,kWh,2025,2025-04-01,2026-03-31,RESCWKD,0.03913,$/kWh,True,4.9668100299999995,4.96681,Calculated from public prices and simulated quantities
ICP000086-202603,ICP000086,RET004,Residential Low User,Controlled,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,Fixed Daily Charge,31.0,connection days,2025,2025-04-01,2026-03-31,RESCFXD,0.6078,$/con/day,True,18.8418,18.8418,Calculated from public prices and simulated quantities
ICP000086-202603,ICP000086,RET004,Residential Low User,Controlled,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,Off Peak,134.632,kWh,2025,2025-04-01,2026-03-31,RESCOP,0.00721,$/kWh,True,0.9706967200000001,0.9707,Calculated from public prices and simulated quantities
ICP000086-202603,ICP000086,RET004,Residential Low User,Controlled,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,Peak,239.103,kWh,2025,2025-04-01,2026-03-31,RESCP,0.15611,$/kWh,True,37.32636933,37.32637,Calculated from public prices and simulated quantities
ICP000086-202603,ICP000086,RET004,Residential Low User,Controlled,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,Shoulder,111.969,kWh,2025,2025-04-01,2026-03-31,RESCSH,0.09101,$/kWh,True,10.190298689999999,10.1903,Calculated from public prices and simulated quantities
ICP000086-202603,ICP000086,RET004,Residential Low User,Controlled,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,Super Off Peak,54.741,kWh,2025,2025-04-01,2026-03-31,RESCSOP,0.0,$/kWh,True,0.0,0.0,Calculated from public prices and simulated quantities
ICP000086-202603,ICP000086,RET004,Residential Low User,Controlled,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,Weekend,91.477,kWh,2025,2025-04-01,2026-03-31,RESCWKD,0.03913,$/kWh,True,3.57949501,3.5795,Calculated from public prices and simulated quantities
ICP000087-202603,ICP000087,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,Fixed Daily Charge,31.0,connection days,2025,2025-04-01,2026-03-31,RESCFXD,0.6078,$/con/day,True,18.8418,18.8418,Calculated from public prices and simulated quantities
ICP000087-202603,ICP000087,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,Off Peak,82.229,kWh,2025,2025-04-01,2026-03-31,RESCOP,0.00721,$/kWh,True,0.59287109,0.59287,Calculated from public prices and simulated quantities
ICP000087-202603,ICP000087,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,Peak,93.745,kWh,2025,2025-04-01,2026-03-31,RESCP,0.15611,$/kWh,True,14.634531950000001,14.63453,Calculated from public prices and simulated quantities
ICP000087-202603,ICP000087,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,Shoulder,157.858,kWh,2025,2025-04-01,2026-03-31,RESCSH,0.09101,$/kWh,True,14.366656579999999,14.36666,Calculated from public prices and simulated quantities
ICP000087-202603,ICP000087,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,Super Off Peak,23.743,kWh,2025,2025-04-01,2026-03-31,RESCSOP,0.0,$/kWh,True,0.0,0.0,Calculated from public prices and simulated quantities
ICP000087-202603,ICP000087,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,Weekend,413.48,kWh,2025,2025-04-01,2026-03-31,RESCWKD,0.03913,$/kWh,True,16.1794724,16.17947,Calculated from public prices and simulated quantities
ICP000088-202603,ICP000088,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,Fixed Daily Charge,31.0,connection days,2025,2025-04-01,2026-03-31,RESCFXD,0.6078,$/con/day,True,18.8418,18.8418,Calculated from public prices and simulated quantities
ICP000088-202603,ICP000088,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,Off Peak,38.628,kWh,2025,2025-04-01,2026-03-31,RESCOP,0.00721,$/kWh,True,0.27850788,0.27851,Calculated from public prices and simulated quantities
ICP000088-202603,ICP000088,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,Peak,52.172,kWh,2025,2025-04-01,2026-03-31,RESCP,0.15611,$/kWh,True,8.14457092,8.14457,Calculated from public prices and simulated quantities
ICP000088-202603,ICP000088,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,Shoulder,260.66,kWh,2025,2025-04-01,2026-03-31,RESCSH,0.09101,$/kWh,True,23.7226666,23.72267,Calculated from public prices and simulated quantities
ICP000088-202603,ICP000088,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,Super Off Peak,42.884,kWh,2025,2025-04-01,2026-03-31,RESCSOP,0.0,$/kWh,True,0.0,0.0,Calculated from public prices and simulated quantities
ICP000088-202603,ICP000088,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,Weekend,114.951,kWh,2025,2025-04-01,2026-03-31,RESCWKD,0.03913,$/kWh,True,4.498032629999999,4.49803,Calculated from public prices and simulated quantities
ICP000089-202603,ICP000089,RET004,Residential Low User,Controlled,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,Fixed Daily Charge,31.0,connection days,2025,2025-04-01,2026-03-31,RESCFXD,0.6078,$/con/day,True,18.8418,18.8418,Calculated from public prices and simulated quantities
ICP000089-202603,ICP000089,RET004,Residential Low User,Controlled,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,Off Peak,85.845,kWh,2025,2025-04-01,2026-03-31,RESCOP,0.00721,$/kWh,True,0.61894245,0.61894,Calculated from public prices and simulated quantities
ICP000089-202603,ICP000089,RET004,Residential Low User,Controlled,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,Peak,124.576,kWh,2025,2025-04-01,2026-03-31,RESCP,0.15611,$/kWh,True,19.44755936,19.44756,Calculated from public prices and simulated quantities
ICP000089-202603,ICP000089,RET004,Residential Low User,Controlled,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,Shoulder,119.501,kWh,2025,2025-04-01,2026-03-31,RESCSH,0.09101,$/kWh,True,10.87578601,10.87579,Calculated from public prices and simulated quantities
ICP000089-202603,ICP000089,RET004,Residential Low User,Controlled,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,Super Off Peak,5.394,kWh,2025,2025-04-01,2026-03-31,RESCSOP,0.0,$/kWh,True,0.0,0.0,Calculated from public prices and simulated quantities
ICP000089-202603,ICP000089,RET004,Residential Low User,Controlled,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,Weekend,208.336,kWh,2025,2025-04-01,2026-03-31,RESCWKD,0.03913,$/kWh,True,8.15218768,8.15219,Calculated from public prices and simulated quantities
ICP000090-202603,ICP000090,RET002,Residential Low User,Controlled,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,Fixed Daily Charge,31.0,connection days,2025,2025-04-01,2026-03-31,RESCFXD,0.6078,$/con/day,True,18.8418,18.8418,Calculated from public prices and simulated quantities
ICP000090-202603,ICP000090,RET002,Residential Low User,Controlled,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,Off Peak,193.87,kWh,2025,2025-04-01,2026-03-31,RESCOP,0.00721,$/kWh,True,1.3978027000000002,1.3978,Calculated from public prices and simulated quantities
ICP000090-202603,ICP000090,RET002,Residential Low User,Controlled,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,Peak,115.116,kWh,2025,2025-04-01,2026-03-31,RESCP,0.15611,$/kWh,True,17.97075876,17.97076,Calculated from public prices and simulated quantities
ICP000090-202603,ICP000090,RET002,Residential Low User,Controlled,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,Shoulder,204.034,kWh,2025,2025-04-01,2026-03-31,RESCSH,0.09101,$/kWh,True,18.569134339999998,18.56913,Calculated from public prices and simulated quantities
ICP000090-202603,ICP000090,RET002,Residential Low User,Controlled,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,Super Off Peak,6.414,kWh,2025,2025-04-01,2026-03-31,RESCSOP,0.0,$/kWh,True,0.0,0.0,Calculated from public prices and simulated quantities
ICP000090-202603,ICP000090,RET002,Residential Low User,Controlled,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,Weekend,184.673,kWh,2025,2025-04-01,2026-03-31,RESCWKD,0.03913,$/kWh,True,7.22625449,7.22625,Calculated from public prices and simulated quantities
ICP000091-202603,ICP000091,RET004,Residential Low User,Controlled,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,Fixed Daily Charge,31.0,connection days,2025,2025-04-01,2026-03-31,RESCFXD,0.6078,$/con/day,True,18.8418,18.8418,Calculated from public prices and simulated quantities
ICP000091-202603,ICP000091,RET004,Residential Low User,Controlled,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,Off Peak,78.951,kWh,2025,2025-04-01,2026-03-31,RESCOP,0.00721,$/kWh,True,0.56923671,0.56924,Calculated from public prices and simulated quantities
ICP000091-202603,ICP000091,RET004,Residential Low User,Controlled,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,Peak,79.494,kWh,2025,2025-04-01,2026-03-31,RESCP,0.15611,$/kWh,True,12.40980834,12.40981,Calculated from public prices and simulated quantities
ICP000091-202603,ICP000091,RET004,Residential Low User,Controlled,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,Shoulder,104.092,kWh,2025,2025-04-01,2026-03-31,RESCSH,0.09101,$/kWh,True,9.47341292,9.47341,Calculated from public prices and simulated quantities
ICP000091-202603,ICP000091,RET004,Residential Low User,Controlled,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,Super Off Peak,66.265,kWh,2025,2025-04-01,2026-03-31,RESCSOP,0.0,$/kWh,True,0.0,0.0,Calculated from public prices and simulated quantities
ICP000091-202603,ICP000091,RET004,Residential Low User,Controlled,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,Weekend,202.064,kWh,2025,2025-04-01,2026-03-31,RESCWKD,0.03913,$/kWh,True,7.90676432,7.90676,Calculated from public prices and simulated quantities
ICP000092-202603,ICP000092,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,Fixed Daily Charge,31.0,connection days,2025,2025-04-01,2026-03-31,RESCFXD,0.6078,$/con/day,True,18.8418,18.8418,Calculated from public prices and simulated quantities
ICP000092-202603,ICP000092,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,Off Peak,38.219,kWh,2025,2025-04-01,2026-03-31,RESCOP,0.00721,$/kWh,True,0.27555899,0.27556,Calculated from public prices and simulated quantities
ICP000092-202603,ICP000092,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,Peak,129.515,kWh,2025,2025-04-01,2026-03-31,RESCP,0.15611,$/kWh,True,20.21858665,20.21859,Calculated from public prices and simulated quantities
ICP000092-202603,ICP000092,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,Shoulder,93.268,kWh,2025,2025-04-01,2026-03-31,RESCSH,0.09101,$/kWh,True,8.48832068,8.48832,Calculated from public prices and simulated quantities
ICP000092-202603,ICP000092,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,Super Off Peak,21.251,kWh,2025,2025-04-01,2026-03-31,RESCSOP,0.0,$/kWh,True,0.0,0.0,Calculated from public prices and simulated quantities
ICP000092-202603,ICP000092,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,Weekend,272.676,kWh,2025,2025-04-01,2026-03-31,RESCWKD,0.03913,$/kWh,True,10.66981188,10.66981,Calculated from public prices and simulated quantities
ICP000093-202603,ICP000093,RET005,Residential Low User,Controlled,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,Fixed Daily Charge,31.0,connection days,2025,2025-04-01,2026-03-31,RESCFXD,0.6078,$/con/day,True,18.8418,18.8418,Calculated from public prices and simulated quantities
ICP000093-202603,ICP000093,RET005,Residential Low User,Controlled,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,Off Peak,49.906,kWh,2025,2025-04-01,2026-03-31,RESCOP,0.00721,$/kWh,True,0.35982226,0.35982,Calculated from public prices and simulated quantities
ICP000093-202603,ICP000093,RET005,Residential Low User,Controlled,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,Peak,77.511,kWh,2025,2025-04-01,2026-03-31,RESCP,0.15611,$/kWh,True,12.10024221,12.10024,Calculated from public prices and simulated quantities
ICP000093-202603,ICP000093,RET005,Residential Low User,Controlled,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,Shoulder,60.543,kWh,2025,2025-04-01,2026-03-31,RESCSH,0.09101,$/kWh,True,5.51001843,5.51002,Calculated from public prices and simulated quantities
ICP000093-202603,ICP000093,RET005,Residential Low User,Controlled,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,Super Off Peak,15.384,kWh,2025,2025-04-01,2026-03-31,RESCSOP,0.0,$/kWh,True,0.0,0.0,Calculated from public prices and simulated quantities
ICP000093-202603,ICP000093,RET005,Residential Low User,Controlled,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,Weekend,105.659,kWh,2025,2025-04-01,2026-03-31,RESCWKD,0.03913,$/kWh,True,4.13443667,4.13444,Calculated from public prices and simulated quantities
ICP000094-202603,ICP000094,RET005,Residential Low User,Controlled,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,Fixed Daily Charge,31.0,connection days,2025,2025-04-01,2026-03-31,RESCFXD,0.6078,$/con/day,True,18.8418,18.8418,Calculated from public prices and simulated quantities
ICP000094-202603,ICP000094,RET005,Residential Low User,Controlled,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,Off Peak,102.612,kWh,2025,2025-04-01,2026-03-31,RESCOP,0.00721,$/kWh,True,0.73983252,0.73983,Calculated from public prices and simulated quantities
ICP000094-202603,ICP000094,RET005,Residential Low User,Controlled,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,Peak,125.276,kWh,2025,2025-04-01,2026-03-31,RESCP,0.15611,$/kWh,True,19.55683636,19.55684,Calculated from public prices and simulated quantities
ICP000094-202603,ICP000094,RET005,Residential Low User,Controlled,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,Shoulder,68.203,kWh,2025,2025-04-01,2026-03-31,RESCSH,0.09101,$/kWh,True,6.20715503,6.20716,Calculated from public prices and simulated quantities
ICP000094-202603,ICP000094,RET005,Residential Low User,Controlled,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,Super Off Peak,76.29,kWh,2025,2025-04-01,2026-03-31,RESCSOP,0.0,$/kWh,True,0.0,0.0,Calculated from public prices and simulated quantities
ICP000094-202603,ICP000094,RET005,Residential Low User,Controlled,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,Weekend,168.744,kWh,2025,2025-04-01,2026-03-31,RESCWKD,0.03913,$/kWh,True,6.602952719999999,6.60295,Calculated from public prices and simulated quantities
ICP000095-202603,ICP000095,RET001,Residential Low User,Controlled,RES,Central Canterbury Rural,2026-03,2026-03-01,2026-03-31,31,Fixed Daily Charge,31.0,connection days,2025,2025-04-01,2026-03-31,RESCFXD,0.6078,$/con/day,True,18.8418,18.8418,Calculated from public prices and simulated quantities
ICP000095-202603,ICP000095,RET001,Residential Low User,Controlled,RES,Central Canterbury Rural,2026-03,2026-03-01,2026-03-31,31,Off Peak,155.831,kWh,2025,2025-04-01,2026-03-31,RESCOP,0.00721,$/kWh,True,1.12354151,1.12354,Calculated from public prices and simulated quantities
ICP000095-202603,ICP000095,RET001,Residential Low User,Controlled,RES,Central Canterbury Rural,2026-03,2026-03-01,2026-03-31,31,Peak,271.995,kWh,2025,2025-04-01,2026-03-31,RESCP,0.15611,$/kWh,True,42.46113945,42.46114,Calculated from public prices and simulated quantities
ICP000095-202603,ICP000095,RET001,Residential Low User,Controlled,RES,Central Canterbury Rural,2026-03,2026-03-01,2026-03-31,31,Shoulder,239.287,kWh,2025,2025-04-01,2026-03-31,RESCSH,0.09101,$/kWh,True,21.77750987,21.77751,Calculated from public prices and simulated quantities
ICP000095-202603,ICP000095,RET001,Residential Low User,Controlled,RES,Central Canterbury Rural,2026-03,2026-03-01,2026-03-31,31,Super Off Peak,30.664,kWh,2025,2025-04-01,2026-03-31,RESCSOP,0.0,$/kWh,True,0.0,0.0,Calculated from public prices and simulated quantities
ICP000095-202603,ICP000095,RET001,Residential Low User,Controlled,RES,Central Canterbury Rural,2026-03,2026-03-01,2026-03-31,31,Weekend,95.565,kWh,2025,2025-04-01,2026-03-31,RESCWKD,0.03913,$/kWh,True,3.73945845,3.73946,Calculated from public prices and simulated quantities
ICP000096-202603,ICP000096,RET002,Residential Low User,Uncontrolled,URES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,Fixed Daily Charge,31.0,connection days,2025,2025-04-01,2026-03-31,URESUFXD,0.75,$/con/day,True,23.25,23.25,Calculated from public prices and simulated quantities
ICP000096-202603,ICP000096,RET002,Residential Low User,Uncontrolled,URES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,Off Peak,100.91,kWh,2025,2025-04-01,2026-03-31,URESUOP,0.00721,$/kWh,True,0.7275611,0.72756,Calculated from public prices and simulated quantities
ICP000096-202603,ICP000096,RET002,Residential Low User,Uncontrolled,URES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,Peak,86.511,kWh,2025,2025-04-01,2026-03-31,URESUP,0.15611,$/kWh,True,13.505232209999999,13.50523,Calculated from public prices and simulated quantities
ICP000096-202603,ICP000096,RET002,Residential Low User,Uncontrolled,URES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,Shoulder,338.614,kWh,2025,2025-04-01,2026-03-31,URESUSH,0.09101,$/kWh,True,30.817260139999995,30.81726,Calculated from public prices and simulated quantities
ICP000096-202603,ICP000096,RET002,Residential Low User,Uncontrolled,URES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,Super Off Peak,21.89,kWh,2025,2025-04-01,2026-03-31,URESUSOP,0.0,$/kWh,True,0.0,0.0,Calculated from public prices and simulated quantities
ICP000096-202603,ICP000096,RET002,Residential Low User,Uncontrolled,URES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,Weekend,261.586,kWh,2025,2025-04-01,2026-03-31,URESUWKD,0.03913,$/kWh,True,10.23586018,10.23586,Calculated from public prices and simulated quantities
ICP000097-202603,ICP000097,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,Fixed Daily Charge,31.0,connection days,2025,2025-04-01,2026-03-31,RESCFXD,0.6078,$/con/day,True,18.8418,18.8418,Calculated from public prices and simulated quantities
ICP000097-202603,ICP000097,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,Off Peak,84.045,kWh,2025,2025-04-01,2026-03-31,RESCOP,0.00721,$/kWh,True,0.60596445,0.60596,Calculated from public prices and simulated quantities
ICP000097-202603,ICP000097,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,Peak,131.435,kWh,2025,2025-04-01,2026-03-31,RESCP,0.15611,$/kWh,True,20.51831785,20.51832,Calculated from public prices and simulated quantities
ICP000097-202603,ICP000097,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,Shoulder,253.703,kWh,2025,2025-04-01,2026-03-31,RESCSH,0.09101,$/kWh,True,23.08951003,23.08951,Calculated from public prices and simulated quantities
ICP000097-202603,ICP000097,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,Super Off Peak,24.985,kWh,2025,2025-04-01,2026-03-31,RESCSOP,0.0,$/kWh,True,0.0,0.0,Calculated from public prices and simulated quantities
ICP000097-202603,ICP000097,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,Weekend,112.143,kWh,2025,2025-04-01,2026-03-31,RESCWKD,0.03913,$/kWh,True,4.38815559,4.38816,Calculated from public prices and simulated quantities
ICP000098-202603,ICP000098,RET005,Residential Low User,Controlled,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,Fixed Daily Charge,31.0,connection days,2025,2025-04-01,2026-03-31,RESCFXD,0.6078,$/con/day,True,18.8418,18.8418,Calculated from public prices and simulated quantities
ICP000098-202603,ICP000098,RET005,Residential Low User,Controlled,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,Off Peak,187.769,kWh,2025,2025-04-01,2026-03-31,RESCOP,0.00721,$/kWh,True,1.35381449,1.35381,Calculated from public prices and simulated quantities
ICP000098-202603,ICP000098,RET005,Residential Low User,Controlled,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,Peak,68.174,kWh,2025,2025-04-01,2026-03-31,RESCP,0.15611,$/kWh,True,10.64264314,10.64264,Calculated from public prices and simulated quantities
ICP000098-202603,ICP000098,RET005,Residential Low User,Controlled,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,Shoulder,184.549,kWh,2025,2025-04-01,2026-03-31,RESCSH,0.09101,$/kWh,True,16.79580449,16.7958,Calculated from public prices and simulated quantities
ICP000098-202603,ICP000098,RET005,Residential Low User,Controlled,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,Super Off Peak,34.564,kWh,2025,2025-04-01,2026-03-31,RESCSOP,0.0,$/kWh,True,0.0,0.0,Calculated from public prices and simulated quantities
ICP000098-202603,ICP000098,RET005,Residential Low User,Controlled,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,Weekend,88.735,kWh,2025,2025-04-01,2026-03-31,RESCWKD,0.03913,$/kWh,True,3.4722005499999997,3.4722,Calculated from public prices and simulated quantities
