consumption_id,icp_id,retailer_id,connection_group,control_type,expected_price_category_code,region,billing_month,billing_period_start,billing_period_end,icp_days,component_name,expected_quantity,quantity_unit,expected_price_year,effective_from,effective_to,expected_component_code,expected_delivery_price,unit,price_effective_for_period,expected_charge_unrounded,expected_charge_display,data_origin,applied_price_category_code,applied_price_year,system_component_code,system_quantity,system_delivery_price,system_charge_unrounded,injected_exception_type,system_line_id
ICP000220-202602,ICP000220,RET004,Residential Low User,Uncontrolled,URES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Off Peak,86.223,kWh,2025,2025-04-01,2026-03-31,URESUOP,0.00721,$/kWh,True,0.62166783,0.62167,Calculated from public prices and simulated quantities,URES,2025,URESUOP,86.223,0.00721,0.62166783,,SYS0001316
ICP000220-202602,ICP000220,RET004,Residential Low User,Uncontrolled,URES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Peak,54.379,kWh,2025,2025-04-01,2026-03-31,URESUP,0.15611,$/kWh,True,8.489105689999999,8.48911,Calculated from public prices and simulated quantities,URES,2025,URESUP,54.379,0.15611,8.489105689999999,,SYS0001317
ICP000220-202602,ICP000220,RET004,Residential Low User,Uncontrolled,URES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Shoulder,107.912,kWh,2025,2025-04-01,2026-03-31,URESUSH,0.09101,$/kWh,True,9.82107112,9.82107,Calculated from public prices and simulated quantities,URES,2025,URESUSH,107.912,0.09101,9.82107112,,SYS0001318
ICP000220-202602,ICP000220,RET004,Residential Low User,Uncontrolled,URES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Super Off Peak,4.609,kWh,2025,2025-04-01,2026-03-31,URESUSOP,0.0,$/kWh,True,0.0,0.0,Calculated from public prices and simulated quantities,URES,2025,URESUSOP,4.609,0.0,0.0,,SYS0001319
ICP000220-202602,ICP000220,RET004,Residential Low User,Uncontrolled,URES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Weekend,205.675,kWh,2025,2025-04-01,2026-03-31,URESUWKD,0.03913,$/kWh,True,8.04806275,8.04806,Calculated from public prices and simulated quantities,URES,2025,URESUWKD,205.675,0.03913,8.04806275,,SYS0001320
ICP000221-202602,ICP000221,RET001,Residential Standard User,Controlled,RSC,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Fixed Daily Charge,28.0,connection days,2025,2025-04-01,2026-03-31,RSCCFXD,1.0191,$/con/day,True,28.534799999999997,28.5348,Calculated from public prices and simulated quantities,RSC,2025,RSCCFXD,28.0,1.0191,28.534799999999997,,SYS0001321
ICP000221-202602,ICP000221,RET001,Residential Standard User,Controlled,RSC,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Off Peak,81.94,kWh,2025,2025-04-01,2026-03-31,RSCCOP,0.00582,$/kWh,True,0.4768907999999999,0.47689,Calculated from public prices and simulated quantities,RSC,2025,RSCCOP,81.94,0.00582,0.47689079999999995,,SYS0001322
ICP000221-202602,ICP000221,RET001,Residential Standard User,Controlled,RSC,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Peak,258.247,kWh,2025,2025-04-01,2026-03-31,RSCCP,0.12458,$/kWh,True,32.172411260000004,32.17241,Calculated from public prices and simulated quantities,RSC,2025,RSCCP,258.247,0.12458,32.172411260000004,,SYS0001323
ICP000221-202602,ICP000221,RET001,Residential Standard User,Controlled,RSC,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Shoulder,124.542,kWh,2025,2025-04-01,2026-03-31,RSCCSH,0.0726,$/kWh,True,9.0417492,9.04175,Calculated from public prices and simulated quantities,RSC,2025,RSCCSH,124.542,0.0726,9.0417492,,SYS0001324
ICP000221-202602,ICP000221,RET001,Residential Standard User,Controlled,RSC,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Super Off Peak,2.508,kWh,2025,2025-04-01,2026-03-31,RSCCSOP,0.0,$/kWh,True,0.0,0.0,Calculated from public prices and simulated quantities,RSC,2025,RSCCSOP,2.508,0.0,0.0,,SYS0001325
ICP000221-202602,ICP000221,RET001,Residential Standard User,Controlled,RSC,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Weekend,324.058,kWh,2025,2025-04-01,2026-03-31,RSCCWKD,0.03109,$/kWh,True,10.07496322,10.07496,Calculated from public prices and simulated quantities,RSC,2025,RSCCWKD,324.058,0.03109,10.074963219999999,,SYS0001326
ICP000222-202602,ICP000222,RET002,Residential Low User,Controlled,RES,Selwyn,2026-02,2026-02-01,2026-02-28,28,Fixed Daily Charge,28.0,connection days,2025,2025-04-01,2026-03-31,RESCFXD,0.6078,$/con/day,True,17.0184,17.0184,Calculated from public prices and simulated quantities,RES,2025,RESCFXD,28.0,0.6078,17.0184,,SYS0001327
ICP000222-202602,ICP000222,RET002,Residential Low User,Controlled,RES,Selwyn,2026-02,2026-02-01,2026-02-28,28,Off Peak,266.177,kWh,2025,2025-04-01,2026-03-31,RESCOP,0.00721,$/kWh,True,1.9191361700000005,1.91914,Calculated from public prices and simulated quantities,RES,2025,RESCOP,266.177,0.00721,1.9191361700000003,,SYS0001328
ICP000222-202602,ICP000222,RET002,Residential Low User,Controlled,RES,Selwyn,2026-02,2026-02-01,2026-02-28,28,Peak,138.343,kWh,2025,2025-04-01,2026-03-31,RESCP,0.15611,$/kWh,True,21.59672573,21.59673,Calculated from public prices and simulated quantities,RES,2025,RESCP,138.343,0.15611,21.59672573,,SYS0001329
ICP000222-202602,ICP000222,RET002,Residential Low User,Controlled,RES,Selwyn,2026-02,2026-02-01,2026-02-28,28,Shoulder,144.062,kWh,2025,2025-04-01,2026-03-31,RESCSH,0.09101,$/kWh,True,13.11108262,13.11108,Calculated from public prices and simulated quantities,RES,2025,RESCSH,144.062,0.09101,13.11108262,,SYS0001330
ICP000222-202602,ICP000222,RET002,Residential Low User,Controlled,RES,Selwyn,2026-02,2026-02-01,2026-02-28,28,Super Off Peak,7.197,kWh,2025,2025-04-01,2026-03-31,RESCSOP,0.0,$/kWh,True,0.0,0.0,Calculated from public prices and simulated quantities,RES,2025,RESCSOP,7.197,0.0,0.0,,SYS0001331
ICP000222-202602,ICP000222,RET002,Residential Low User,Controlled,RES,Selwyn,2026-02,2026-02-01,2026-02-28,28,Weekend,262.567,kWh,2025,2025-04-01,2026-03-31,RESCWKD,0.03913,$/kWh,True,10.27424671,10.27425,Calculated from public prices and simulated quantities,RES,2025,RESCWKD,262.567,0.03913,10.27424671,,SYS0001332
ICP000223-202602,ICP000223,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Fixed Daily Charge,28.0,connection days,2025,2025-04-01,2026-03-31,RESCFXD,0.6078,$/con/day,True,17.0184,17.0184,Calculated from public prices and simulated quantities,RES,2025,RESCFXD,28.0,0.6078,17.0184,,SYS0001333
ICP000223-202602,ICP000223,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Off Peak,71.848,kWh,2025,2025-04-01,2026-03-31,RESCOP,0.00721,$/kWh,True,0.51802408,0.51802,Calculated from public prices and simulated quantities,RES,2025,RESCOP,71.848,0.00721,0.51802408,,SYS0001334
ICP000223-202602,ICP000223,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Peak,68.252,kWh,2025,2025-04-01,2026-03-31,RESCP,0.15611,$/kWh,True,10.65481972,10.65482,Calculated from public prices and simulated quantities,RES,2025,RESCP,68.252,0.15611,10.654819719999999,,SYS0001335
ICP000223-202602,ICP000223,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Shoulder,127.721,kWh,2025,2025-04-01,2026-03-31,RESCSH,0.09101,$/kWh,True,11.62388821,11.62389,Calculated from public prices and simulated quantities,RES,2025,RESCSH,127.721,0.09101,11.623888209999999,,SYS0001336
ICP000223-202602,ICP000223,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Super Off Peak,11.401,kWh,2025,2025-04-01,2026-03-31,RESCSOP,0.0,$/kWh,True,0.0,0.0,Calculated from public prices and simulated quantities,RES,2025,RESCSOP,11.401,0.0,0.0,,SYS0001337
ICP000223-202602,ICP000223,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Weekend,125.881,kWh,2025,2025-04-01,2026-03-31,RESCWKD,0.03913,$/kWh,True,4.92572353,4.92572,Calculated from public prices and simulated quantities,RES,2025,RESCWKD,125.881,0.03913,4.92572353,,SYS0001338
ICP000224-202602,ICP000224,RET001,Residential Standard User,Controlled,RSC,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Fixed Daily Charge,28.0,connection days,2025,2025-04-01,2026-03-31,RSCCFXD,1.0191,$/con/day,True,28.534799999999997,28.5348,Calculated from public prices and simulated quantities,RSC,2025,RSCCFXD,28.0,1.0191,28.534799999999997,,SYS0001339
ICP000224-202602,ICP000224,RET001,Residential Standard User,Controlled,RSC,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Off Peak,206.22,kWh,2025,2025-04-01,2026-03-31,RSCCOP,0.00582,$/kWh,True,1.2002004,1.2002,Calculated from public prices and simulated quantities,RSC,2025,RSCCOP,206.22,0.00582,1.2002004,,SYS0001340
ICP000224-202602,ICP000224,RET001,Residential Standard User,Controlled,RSC,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Peak,380.593,kWh,2025,2025-04-01,2026-03-31,RSCCP,0.12458,$/kWh,True,47.41427594,47.41428,Calculated from public prices and simulated quantities,RSC,2025,RSCCP,380.593,0.12458,47.41427594,,SYS0001341
ICP000224-202602,ICP000224,RET001,Residential Standard User,Controlled,RSC,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Shoulder,116.723,kWh,2025,2025-04-01,2026-03-31,RSCCSH,0.0726,$/kWh,True,8.4740898,8.47409,Calculated from public prices and simulated quantities,RSC,2025,RSCCSH,116.723,0.0726,8.4740898,,SYS0001342
ICP000224-202602,ICP000224,RET001,Residential Standard User,Controlled,RSC,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Super Off Peak,21.182,kWh,2025,2025-04-01,2026-03-31,RSCCSOP,0.0,$/kWh,True,0.0,0.0,Calculated from public prices and simulated quantities,RSC,2025,RSCCSOP,21.182,0.0,0.0,,SYS0001343
ICP000224-202602,ICP000224,RET001,Residential Standard User,Controlled,RSC,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Weekend,379.921,kWh,2025,2025-04-01,2026-03-31,RSCCWKD,0.03109,$/kWh,True,11.81174389,11.81174,Calculated from public prices and simulated quantities,RSC,2025,RSCCWKD,379.921,0.03109,11.811743889999999,,SYS0001344
ICP000225-202602,ICP000225,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Fixed Daily Charge,28.0,connection days,2025,2025-04-01,2026-03-31,RESCFXD,0.6078,$/con/day,True,17.0184,17.0184,Calculated from public prices and simulated quantities,RES,2025,RESCFXD,28.0,0.6078,17.0184,,SYS0001345
ICP000225-202602,ICP000225,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Off Peak,102.424,kWh,2025,2025-04-01,2026-03-31,RESCOP,0.00721,$/kWh,True,0.73847704,0.73848,Calculated from public prices and simulated quantities,RES,2025,RESCOP,102.424,0.00721,0.73847704,,SYS0001346
ICP000225-202602,ICP000225,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Peak,66.238,kWh,2025,2025-04-01,2026-03-31,RESCP,0.15611,$/kWh,True,10.34041418,10.34041,Calculated from public prices and simulated quantities,RES,2025,RESCP,66.238,0.15611,10.34041418,,SYS0001347
ICP000225-202602,ICP000225,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Shoulder,65.261,kWh,2025,2025-04-01,2026-03-31,RESCSH,0.09101,$/kWh,True,5.939403609999999,5.9394,Calculated from public prices and simulated quantities,RES,2025,RESCSH,65.261,0.09101,5.939403609999999,,SYS0001348
ICP000225-202602,ICP000225,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Super Off Peak,1.67,kWh,2025,2025-04-01,2026-03-31,RESCSOP,0.0,$/kWh,True,0.0,0.0,Calculated from public prices and simulated quantities,RES,2025,RESCSOP,1.67,0.0,0.0,,SYS0001349
ICP000225-202602,ICP000225,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Weekend,168.449,kWh,2025,2025-04-01,2026-03-31,RESCWKD,0.03913,$/kWh,True,6.59140937,6.59141,Calculated from public prices and simulated quantities,RES,2025,RESCWKD,168.449,0.03913,6.59140937,,SYS0001350
ICP000226-202602,ICP000226,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Fixed Daily Charge,28.0,connection days,2025,2025-04-01,2026-03-31,RESCFXD,0.6078,$/con/day,True,17.0184,17.0184,Calculated from public prices and simulated quantities,RES,2025,RESCFXD,28.0,0.6078,17.0184,,SYS0001351
ICP000226-202602,ICP000226,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Off Peak,102.251,kWh,2025,2025-04-01,2026-03-31,RESCOP,0.00721,$/kWh,True,0.73722971,0.73723,Calculated from public prices and simulated quantities,RES,2025,RESCOP,102.251,0.00721,0.73722971,,SYS0001352
ICP000226-202602,ICP000226,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Peak,220.988,kWh,2025,2025-04-01,2026-03-31,RESCP,0.15611,$/kWh,True,34.49843668,34.49844,Calculated from public prices and simulated quantities,RES,2025,RESCP,220.988,0.15611,34.49843668,,SYS0001353
ICP000226-202602,ICP000226,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Shoulder,229.992,kWh,2025,2025-04-01,2026-03-31,RESCSH,0.09101,$/kWh,True,20.931571919999996,20.93157,Calculated from public prices and simulated quantities,RES,2025,RESCSH,229.992,0.09101,20.931571919999996,,SYS0001354
ICP000226-202602,ICP000226,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Super Off Peak,0.028,kWh,2025,2025-04-01,2026-03-31,RESCSOP,0.0,$/kWh,True,0.0,0.0,Calculated from public prices and simulated quantities,RES,2025,RESCSOP,0.028,0.0,0.0,,SYS0001355
ICP000226-202602,ICP000226,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Weekend,230.765,kWh,2025,2025-04-01,2026-03-31,RESCWKD,0.03913,$/kWh,True,9.02983445,9.02983,Calculated from public prices and simulated quantities,RES,2025,RESCWKD,230.765,0.03913,9.02983445,,SYS0001356
ICP000227-202602,ICP000227,RET001,Residential Standard User,Controlled,RSC,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Fixed Daily Charge,28.0,connection days,2025,2025-04-01,2026-03-31,RSCCFXD,1.0191,$/con/day,True,28.534799999999997,28.5348,Calculated from public prices and simulated quantities,RSC,2025,RSCCFXD,28.0,1.0191,28.534799999999997,,SYS0001357
ICP000227-202602,ICP000227,RET001,Residential Standard User,Controlled,RSC,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Off Peak,354.566,kWh,2025,2025-04-01,2026-03-31,RSCCOP,0.00582,$/kWh,True,2.0635741199999997,2.06357,Calculated from public prices and simulated quantities,RSC,2025,RSCCOP,354.566,0.00582,2.0635741199999997,,SYS0001358
ICP000227-202602,ICP000227,RET001,Residential Standard User,Controlled,RSC,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Peak,153.969,kWh,2025,2025-04-01,2026-03-31,RSCCP,0.12458,$/kWh,True,19.181458019999997,19.18146,Calculated from public prices and simulated quantities,RSC,2025,RSCCP,153.969,0.12458,19.181458019999997,,SYS0001359
ICP000227-202602,ICP000227,RET001,Residential Standard User,Controlled,RSC,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Shoulder,437.223,kWh,2025,2025-04-01,2026-03-31,RSCCSH,0.0726,$/kWh,True,31.7423898,31.74239,Calculated from public prices and simulated quantities,RSC,2025,RSCCSH,437.223,0.0726,31.7423898,,SYS0001360
ICP000227-202602,ICP000227,RET001,Residential Standard User,Controlled,RSC,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Super Off Peak,39.254,kWh,2025,2025-04-01,2026-03-31,RSCCSOP,0.0,$/kWh,True,0.0,0.0,Calculated from public prices and simulated quantities,RSC,2025,RSCCSOP,39.254,0.0,0.0,,SYS0001361
ICP000227-202602,ICP000227,RET001,Residential Standard User,Controlled,RSC,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Weekend,346.523,kWh,2025,2025-04-01,2026-03-31,RSCCWKD,0.03109,$/kWh,True,10.77340007,10.7734,Calculated from public prices and simulated quantities,RSC,2025,RSCCWKD,346.523,0.03109,10.773400070000001,,SYS0001362
ICP000228-202602,ICP000228,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Fixed Daily Charge,28.0,connection days,2025,2025-04-01,2026-03-31,RESCFXD,0.6078,$/con/day,True,17.0184,17.0184,Calculated from public prices and simulated quantities,RES,2025,RESCFXD,28.0,0.6078,17.0184,,SYS0001363
ICP000228-202602,ICP000228,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Off Peak,135.713,kWh,2025,2025-04-01,2026-03-31,RESCOP,0.00721,$/kWh,True,0.97849073,0.97849,Calculated from public prices and simulated quantities,RES,2025,RESCOP,135.713,0.00721,0.97849073,,SYS0001364
ICP000228-202602,ICP000228,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Peak,49.063,kWh,2025,2025-04-01,2026-03-31,RESCP,0.15611,$/kWh,True,7.659224930000001,7.65922,Calculated from public prices and simulated quantities,RES,2025,RESCP,49.063,0.15611,7.659224930000001,,SYS0001365
ICP000228-202602,ICP000228,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Shoulder,97.417,kWh,2025,2025-04-01,2026-03-31,RESCSH,0.09101,$/kWh,True,8.86592117,8.86592,Calculated from public prices and simulated quantities,RES,2025,RESCSH,97.417,0.09101,8.86592117,,SYS0001366
ICP000228-202602,ICP000228,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Super Off Peak,34.759,kWh,2025,2025-04-01,2026-03-31,RESCSOP,0.0,$/kWh,True,0.0,0.0,Calculated from public prices and simulated quantities,RES,2025,RESCSOP,34.759,0.0,0.0,,SYS0001367
ICP000228-202602,ICP000228,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Weekend,120.83,kWh,2025,2025-04-01,2026-03-31,RESCWKD,0.03913,$/kWh,True,4.7280779,4.72808,Calculated from public prices and simulated quantities,RES,2025,RESCWKD,120.83,0.03913,4.7280779,,SYS0001368
ICP000229-202602,ICP000229,RET002,Residential Low User,Uncontrolled,URES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Fixed Daily Charge,28.0,connection days,2025,2025-04-01,2026-03-31,URESUFXD,0.75,$/con/day,True,21.0,21.0,Calculated from public prices and simulated quantities,URES,2025,URESUFXD,28.0,0.75,21.0,,SYS0001369
ICP000229-202602,ICP000229,RET002,Residential Low User,Uncontrolled,URES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Off Peak,107.723,kWh,2025,2025-04-01,2026-03-31,URESUOP,0.00721,$/kWh,True,0.77668283,0.77668,Calculated from public prices and simulated quantities,URES,2025,URESUOP,107.723,0.00721,0.77668283,,SYS0001370
ICP000229-202602,ICP000229,RET002,Residential Low User,Uncontrolled,URES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Peak,150.902,kWh,2025,2025-04-01,2026-03-31,URESUP,0.15611,$/kWh,True,23.55731122,23.55731,Calculated from public prices and simulated quantities,URES,2025,URESUP,150.902,0.15611,23.55731122,,SYS0001371
ICP000229-202602,ICP000229,RET002,Residential Low User,Uncontrolled,URES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Shoulder,155.789,kWh,2025,2025-04-01,2026-03-31,URESUSH,0.09101,$/kWh,True,14.178356889999998,14.17836,Calculated from public prices and simulated quantities,URES,2025,URESUSH,155.789,0.09101,14.178356889999998,,SYS0001372
ICP000229-202602,ICP000229,RET002,Residential Low User,Uncontrolled,URES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Super Off Peak,19.399,kWh,2025,2025-04-01,2026-03-31,URESUSOP,0.0,$/kWh,True,0.0,0.0,Calculated from public prices and simulated quantities,URES,2025,URESUSOP,19.399,0.0,0.0,,SYS0001373
ICP000229-202602,ICP000229,RET002,Residential Low User,Uncontrolled,URES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Weekend,77.735,kWh,2025,2025-04-01,2026-03-31,URESUWKD,0.03913,$/kWh,True,3.04177055,3.04177,Calculated from public prices and simulated quantities,URES,2025,URESUWKD,77.735,0.03913,3.04177055,,SYS0001374
ICP000230-202602,ICP000230,RET003,Residential Low User,Controlled,RES,Central Canterbury Rural,2026-02,2026-02-01,2026-02-28,28,Fixed Daily Charge,28.0,connection days,2025,2025-04-01,2026-03-31,RESCFXD,0.6078,$/con/day,True,17.0184,17.0184,Calculated from public prices and simulated quantities,RES,2025,RESCFXD,28.0,0.6078,17.0184,,SYS0001375
ICP000230-202602,ICP000230,RET003,Residential Low User,Controlled,RES,Central Canterbury Rural,2026-02,2026-02-01,2026-02-28,28,Off Peak,92.566,kWh,2025,2025-04-01,2026-03-31,RESCOP,0.00721,$/kWh,True,0.6674008600000001,0.6674,Calculated from public prices and simulated quantities,RES,2025,RESCOP,92.566,0.00721,0.6674008600000001,,SYS0001376
ICP000230-202602,ICP000230,RET003,Residential Low User,Controlled,RES,Central Canterbury Rural,2026-02,2026-02-01,2026-02-28,28,Peak,69.633,kWh,2025,2025-04-01,2026-03-31,RESCP,0.15611,$/kWh,True,10.87040763,10.87041,Calculated from public prices and simulated quantities,RES,2025,RESCP,69.633,0.15611,10.870407629999999,,SYS0001377
ICP000230-202602,ICP000230,RET003,Residential Low User,Controlled,RES,Central Canterbury Rural,2026-02,2026-02-01,2026-02-28,28,Shoulder,162.585,kWh,2025,2025-04-01,2026-03-31,RESCSH,0.09101,$/kWh,True,14.79686085,14.79686,Calculated from public prices and simulated quantities,RES,2025,RESCSH,162.585,0.09101,14.79686085,,SYS0001378
ICP000230-202602,ICP000230,RET003,Residential Low User,Controlled,RES,Central Canterbury Rural,2026-02,2026-02-01,2026-02-28,28,Super Off Peak,28.25,kWh,2025,2025-04-01,2026-03-31,RESCSOP,0.0,$/kWh,True,0.0,0.0,Calculated from public prices and simulated quantities,RES,2025,RESCSOP,28.25,0.0,0.0,,SYS0001379
ICP000230-202602,ICP000230,RET003,Residential Low User,Controlled,RES,Central Canterbury Rural,2026-02,2026-02-01,2026-02-28,28,Weekend,116.693,kWh,2025,2025-04-01,2026-03-31,RESCWKD,0.03913,$/kWh,True,4.566197089999999,4.5662,Calculated from public prices and simulated quantities,RES,2025,RESCWKD,116.693,0.03913,4.566197089999999,,SYS0001380
ICP000231-202602,ICP000231,RET004,Residential Low User,Controlled,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Fixed Daily Charge,28.0,connection days,2025,2025-04-01,2026-03-31,RESCFXD,0.6078,$/con/day,True,17.0184,17.0184,Calculated from public prices and simulated quantities,RES,2025,RESCFXD,28.0,0.6078,17.0184,,SYS0001381
ICP000231-202602,ICP000231,RET004,Residential Low User,Controlled,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Off Peak,84.262,kWh,2025,2025-04-01,2026-03-31,RESCOP,0.00721,$/kWh,True,0.60752902,0.60753,Calculated from public prices and simulated quantities,RES,2025,RESCOP,84.262,0.00721,0.60752902,,SYS0001382
ICP000231-202602,ICP000231,RET004,Residential Low User,Controlled,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Peak,187.857,kWh,2025,2025-04-01,2026-03-31,RESCP,0.15611,$/kWh,True,29.32635627,29.32636,Calculated from public prices and simulated quantities,RES,2025,RESCP,187.857,0.15611,29.326356269999998,,SYS0001383
ICP000231-202602,ICP000231,RET004,Residential Low User,Controlled,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Shoulder,89.543,kWh,2025,2025-04-01,2026-03-31,RESCSH,0.09101,$/kWh,True,8.14930843,8.14931,Calculated from public prices and simulated quantities,RES,2025,RESCSH,89.543,0.09101,8.14930843,,SYS0001384
ICP000231-202602,ICP000231,RET004,Residential Low User,Controlled,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Super Off Peak,39.749,kWh,2025,2025-04-01,2026-03-31,RESCSOP,0.0,$/kWh,True,0.0,0.0,Calculated from public prices and simulated quantities,RES,2025,RESCSOP,39.749,0.0,0.0,,SYS0001385
ICP000231-202602,ICP000231,RET004,Residential Low User,Controlled,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Weekend,117.1,kWh,2025,2025-04-01,2026-03-31,RESCWKD,0.03913,$/kWh,True,4.582122999999999,4.58212,Calculated from public prices and simulated quantities,RES,2025,RESCWKD,117.1,0.03913,4.582122999999999,,SYS0001386
ICP000232-202602,ICP000232,RET002,Residential Low User,Controlled,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Fixed Daily Charge,28.0,connection days,2025,2025-04-01,2026-03-31,RESCFXD,0.6078,$/con/day,True,17.0184,17.0184,Calculated from public prices and simulated quantities,RES,2025,RESCFXD,28.0,0.6078,17.0184,,SYS0001387
ICP000232-202602,ICP000232,RET002,Residential Low User,Controlled,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Off Peak,41.804,kWh,2025,2025-04-01,2026-03-31,RESCOP,0.00721,$/kWh,True,0.30140684,0.30141,Calculated from public prices and simulated quantities,RES,2025,RESCOP,41.804,0.00721,0.30140684,,SYS0001388
ICP000232-202602,ICP000232,RET002,Residential Low User,Controlled,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Peak,113.776,kWh,2025,2025-04-01,2026-03-31,RESCP,0.15611,$/kWh,True,17.761571359999998,17.76157,Calculated from public prices and simulated quantities,RES,2025,RESCP,113.776,0.15611,17.761571359999998,,SYS0001389
ICP000232-202602,ICP000232,RET002,Residential Low User,Controlled,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Shoulder,85.372,kWh,2025,2025-04-01,2026-03-31,RESCSH,0.09101,$/kWh,True,7.769705719999999,7.76971,Calculated from public prices and simulated quantities,RES,2025,RESCSH,85.372,0.09101,7.769705719999999,,SYS0001390
ICP000232-202602,ICP000232,RET002,Residential Low User,Controlled,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Super Off Peak,54.569,kWh,2025,2025-04-01,2026-03-31,RESCSOP,0.0,$/kWh,True,0.0,0.0,Calculated from public prices and simulated quantities,RES,2025,RESCSOP,54.569,0.0,0.0,,SYS0001391
ICP000232-202602,ICP000232,RET002,Residential Low User,Controlled,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Weekend,202.493,kWh,2025,2025-04-01,2026-03-31,RESCWKD,0.03913,$/kWh,True,7.923551089999999,7.92355,Calculated from public prices and simulated quantities,RES,2025,RESCWKD,202.493,0.03913,7.923551089999999,,SYS0001392
