icp_id,retailer_id,connection_group,control_type,price_category_code,region,connection_start_date,connection_end_date,status,data_origin
ICP000274,RET002,Residential Standard User,Controlled,RSC,Christchurch Urban,2021-08-06,,Active,Simulated
ICP000275,RET004,Residential Standard User,Controlled,RSC,Christchurch Urban,2024-09-17,,Active,Simulated
ICP000276,RET001,Residential Low User,Controlled,RES,Selwyn,2021-11-08,,Active,Simulated
ICP000277,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2022-03-11,,Active,Simulated
ICP000278,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2024-02-22,,Active,Simulated
ICP000279,RET001,Residential Standard User,Controlled,RSC,Central Canterbury Rural,2024-02-14,,Active,Simulated
ICP000280,RET002,Residential Standard User,Controlled,RSC,Selwyn,2024-07-20,,Active,Simulated
ICP000281,RET001,Residential Low User,Controlled,RES,Selwyn,2024-08-19,,Active,Simulated
ICP000282,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2024-08-13,,Active,Simulated
ICP000283,RET004,Residential Low User,Controlled,RES,Christchurch Urban,2024-03-08,,Active,Simulated
ICP000284,RET002,Residential Low User,Uncontrolled,URES,Christchurch Urban,2023-03-08,,Active,Simulated
ICP000285,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2023-12-29,,Active,Simulated
ICP000286,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2022-03-03,,Active,Simulated
ICP000287,RET005,Residential Standard User,Controlled,RSC,Christchurch Urban,2021-08-24,,Active,Simulated
ICP000288,RET002,Residential Standard User,Uncontrolled,RSU,Christchurch Urban,2024-01-10,,Active,Simulated
ICP000289,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2021-09-01,,Active,Simulated
ICP000290,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2024-11-30,,Active,Simulated
ICP000291,RET003,Residential Low User,Controlled,RES,Christchurch Urban,2021-06-01,,Active,Simulated
ICP000292,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2021-11-17,,Active,Simulated
ICP000293,RET002,Residential Standard User,Controlled,RSC,Christchurch Urban,2022-11-15,,Active,Simulated
ICP000294,RET002,Residential Low User,Controlled,RES,Christchurch Urban,2023-01-30,,Active,Simulated
ICP000295,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2022-11-20,,Active,Simulated
ICP000296,RET002,Residential Low User,Controlled,RES,Christchurch Urban,2024-07-01,,Active,Simulated
ICP000297,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2024-08-10,,Active,Simulated
ICP000298,RET003,Residential Low User,Uncontrolled,URES,Christchurch Urban,2022-09-06,,Active,Simulated
ICP000299,RET002,Residential Low User,Controlled,RES,Central Canterbury Rural,2023-04-24,,Active,Simulated
ICP000300,RET005,Residential Low User,Controlled,RES,Selwyn,2022-03-17,,Active,Simulated
ICP000301,RET001,Residential Low User,Uncontrolled,URES,Christchurch Urban,2022-01-02,,Active,Simulated
ICP000302,RET003,Residential Low User,Controlled,RES,Christchurch Urban,2023-04-14,,Active,Simulated
ICP000303,RET005,Residential Low User,Controlled,RES,Selwyn,2022-11-08,,Active,Simulated
ICP000304,RET001,Residential Standard User,Controlled,RSC,Christchurch Urban,2024-03-24,,Active,Simulated
ICP000305,RET002,Residential Standard User,Controlled,RSC,Christchurch Urban,2024-11-14,,Active,Simulated
ICP000306,RET004,Residential Low User,Controlled,RES,Christchurch Urban,2022-02-07,,Active,Simulated
ICP000307,RET002,Residential Low User,Controlled,RES,Christchurch Urban,2021-06-13,,Active,Simulated
ICP000308,RET003,Residential Low User,Controlled,RES,Christchurch Urban,2023-07-22,,Active,Simulated
ICP000309,RET002,Residential Low User,Controlled,RES,Christchurch Urban,2023-03-02,,Active,Simulated
ICP000310,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2021-08-03,,Active,Simulated
ICP000311,RET005,Residential Low User,Uncontrolled,URES,Selwyn,2024-05-26,,Active,Simulated
ICP000312,RET001,Residential Low User,Controlled,RES,Central Canterbury Rural,2024-08-23,,Active,Simulated
ICP000313,RET004,Residential Low User,Controlled,RES,Central Canterbury Rural,2024-01-02,,Active,Simulated
ICP000314,RET001,Residential Standard User,Controlled,RSC,Christchurch Urban,2023-12-15,,Active,Simulated
ICP000315,RET002,Residential Low User,Controlled,RES,Christchurch Urban,2022-01-10,,Active,Simulated
ICP000316,RET005,Residential Low User,Controlled,RES,Central Canterbury Rural,2021-03-26,,Active,Simulated
ICP000317,RET003,Residential Low User,Controlled,RES,Christchurch Urban,2021-10-09,,Active,Simulated
ICP000318,RET004,Residential Standard User,Uncontrolled,RSU,Christchurch Urban,2023-03-29,,Active,Simulated
ICP000319,RET001,Residential Standard User,Controlled,RSC,Christchurch Urban,2024-12-15,,Active,Simulated
ICP000320,RET004,Residential Low User,Controlled,RES,Christchurch Urban,2023-07-06,,Active,Simulated
ICP000321,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2021-04-12,,Active,Simulated
ICP000322,RET002,Residential Low User,Controlled,RES,Christchurch Urban,2023-09-01,,Active,Simulated
ICP000323,RET002,Residential Low User,Uncontrolled,URES,Central Canterbury Rural,2022-11-11,,Active,Simulated
ICP000324,RET002,Residential Standard User,Controlled,RSC,Selwyn,2024-12-09,,Active,Simulated
ICP000325,RET004,Residential Low User,Controlled,RES,Christchurch Urban,2024-12-19,,Active,Simulated
ICP000326,RET002,Residential Low User,Controlled,RES,Christchurch Urban,2021-09-14,,Active,Simulated
ICP000327,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2021-07-10,,Active,Simulated
ICP000328,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2022-03-24,,Active,Simulated
ICP000329,RET001,Residential Low User,Controlled,RES,Selwyn,2022-04-02,,Active,Simulated
ICP000330,RET001,Residential Standard User,Controlled,RSC,Christchurch Urban,2022-11-03,,Active,Simulated
ICP000331,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2022-09-14,,Active,Simulated
ICP000332,RET002,Residential Low User,Controlled,RES,Christchurch Urban,2024-10-09,,Active,Simulated
ICP000333,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2024-08-02,,Active,Simulated
ICP000334,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2023-05-29,,Active,Simulated
ICP000335,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2024-11-25,,Active,Simulated
ICP000336,RET003,Residential Standard User,Controlled,RSC,Christchurch Urban,2024-05-16,,Active,Simulated
ICP000337,RET001,Residential Standard User,Uncontrolled,RSU,Christchurch Urban,2024-04-22,,Active,Simulated
ICP000338,RET002,Residential Low User,Controlled,RES,Central Canterbury Rural,2021-04-01,,Active,Simulated
ICP000339,RET002,Residential Low User,Controlled,RES,Christchurch Urban,2023-08-28,,Active,Simulated
ICP000340,RET003,Residential Low User,Controlled,RES,Christchurch Urban,2021-07-18,,Active,Simulated
ICP000341,RET005,Residential Standard User,Controlled,RSC,Central Canterbury Rural,2022-03-17,,Active,Simulated
ICP000342,RET003,Residential Low User,Uncontrolled,URES,Christchurch Urban,2022-12-26,,Active,Simulated
ICP000343,RET004,Residential Low User,Controlled,RES,Christchurch Urban,2024-11-23,,Active,Simulated
ICP000344,RET003,Residential Low User,Controlled,RES,Selwyn,2022-05-10,,Active,Simulated
ICP000345,RET004,Residential Low User,Controlled,RES,Christchurch Urban,2023-04-21,,Active,Simulated
ICP000346,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2023-03-30,,Active,Simulated
ICP000347,RET004,Residential Standard User,Controlled,RSC,Christchurch Urban,2022-07-15,,Active,Simulated
ICP000348,RET002,Residential Low User,Controlled,RES,Christchurch Urban,2024-02-06,,Active,Simulated
ICP000349,RET002,Residential Standard User,Controlled,RSC,Christchurch Urban,2024-07-27,,Active,Simulated
ICP000350,RET003,Residential Low User,Uncontrolled,URES,Selwyn,2024-10-22,,Active,Simulated
ICP000351,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2022-03-24,,Active,Simulated
ICP000352,RET003,Residential Low User,Controlled,RES,Christchurch Urban,2021-01-17,,Active,Simulated
ICP000353,RET001,Residential Low User,Uncontrolled,URES,Christchurch Urban,2022-06-05,,Active,Simulated
ICP000354,RET001,Residential Standard User,Controlled,RSC,Christchurch Urban,2022-10-21,,Active,Simulated
ICP000355,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2023-01-23,,Active,Simulated
ICP000356,RET002,Residential Standard User,Controlled,RSC,Christchurch Urban,2023-04-20,,Active,Simulated
ICP000357,RET003,Residential Low User,Uncontrolled,URES,Central Canterbury Rural,2021-09-22,,Active,Simulated
ICP000358,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2023-09-08,,Active,Simulated
ICP000359,RET004,Residential Low User,Controlled,RES,Christchurch Urban,2024-05-29,,Active,Simulated
ICP000360,RET002,Residential Low User,Controlled,RES,Christchurch Urban,2021-01-07,,Active,Simulated
ICP000361,RET004,Residential Low User,Uncontrolled,URES,Christchurch Urban,2023-03-24,,Active,Simulated
ICP000362,RET003,Residential Standard User,Controlled,RSC,Christchurch Urban,2023-12-21,,Active,Simulated
ICP000363,RET004,Residential Low User,Controlled,RES,Christchurch Urban,2021-12-15,,Active,Simulated
ICP000364,RET005,Residential Low User,Controlled,RES,Christchurch Urban,2023-08-05,,Active,Simulated
ICP000365,RET002,Residential Low User,Controlled,RES,Christchurch Urban,2023-09-05,,Active,Simulated
ICP000366,RET001,Residential Low User,Controlled,RES,Selwyn,2024-12-28,,Active,Simulated
ICP000367,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2022-09-08,,Active,Simulated
ICP000368,RET002,Residential Low User,Controlled,RES,Christchurch Urban,2024-04-21,,Active,Simulated
ICP000369,RET004,Residential Low User,Controlled,RES,Christchurch Urban,2024-12-20,,Active,Simulated
ICP000370,RET001,Residential Standard User,Controlled,RSC,Christchurch Urban,2024-06-06,,Active,Simulated
ICP000371,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2023-05-03,,Active,Simulated
ICP000372,RET004,Residential Low User,Controlled,RES,Christchurch Urban,2022-05-24,,Active,Simulated
ICP000373,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2021-11-02,,Active,Simulated
ICP000374,RET004,Residential Low User,Controlled,RES,Central Canterbury Rural,2022-04-23,,Active,Simulated
ICP000375,RET002,Residential Low User,Controlled,RES,Christchurch Urban,2021-02-05,,Active,Simulated
ICP000376,RET002,Residential Low User,Controlled,RES,Selwyn,2022-10-21,,Active,Simulated
ICP000377,RET004,Residential Low User,Controlled,RES,Selwyn,2022-11-19,,Active,Simulated
ICP000378,RET003,Residential Low User,Uncontrolled,URES,Christchurch Urban,2023-10-28,,Active,Simulated
ICP000379,RET003,Residential Low User,Controlled,RES,Christchurch Urban,2021-06-14,,Active,Simulated
ICP000380,RET004,Residential Low User,Controlled,RES,Christchurch Urban,2021-04-19,,Active,Simulated
ICP000381,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2022-11-14,,Active,Simulated
ICP000382,RET002,Residential Standard User,Uncontrolled,RSU,Christchurch Urban,2022-09-20,,Active,Simulated
ICP000383,RET004,Residential Low User,Controlled,RES,Selwyn,2021-02-21,,Active,Simulated
ICP000384,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2024-10-02,,Active,Simulated
ICP000385,RET003,Residential Standard User,Controlled,RSC,Christchurch Urban,2024-02-21,,Active,Simulated
ICP000386,RET002,Residential Low User,Controlled,RES,Christchurch Urban,2023-05-29,,Active,Simulated
ICP000387,RET004,Residential Low User,Uncontrolled,URES,Christchurch Urban,2022-10-29,,Active,Simulated
ICP000388,RET003,Residential Standard User,Controlled,RSC,Christchurch Urban,2021-10-23,,Active,Simulated
ICP000389,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2023-06-06,,Active,Simulated
ICP000390,RET004,Residential Low User,Controlled,RES,Christchurch Urban,2023-03-08,,Active,Simulated
ICP000391,RET002,Residential Low User,Controlled,RES,Christchurch Urban,2023-08-16,,Active,Simulated
ICP000392,RET002,Residential Standard User,Uncontrolled,RSU,Christchurch Urban,2024-09-04,,Active,Simulated
ICP000393,RET002,Residential Low User,Controlled,RES,Christchurch Urban,2023-08-10,,Active,Simulated
ICP000394,RET001,Residential Low User,Uncontrolled,URES,Christchurch Urban,2023-06-29,,Active,Simulated
ICP000395,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2024-05-16,,Active,Simulated
ICP000396,RET003,Residential Low User,Controlled,RES,Christchurch Urban,2023-10-16,,Active,Simulated
ICP000397,RET004,Residential Low User,Uncontrolled,URES,Christchurch Urban,2022-03-16,,Active,Simulated
ICP000398,RET003,Residential Standard User,Controlled,RSC,Christchurch Urban,2021-11-19,,Active,Simulated
ICP000399,RET003,Residential Low User,Controlled,RES,Christchurch Urban,2022-04-17,,Active,Simulated
ICP000400,RET004,Residential Low User,Controlled,RES,Christchurch Urban,2021-05-28,,Active,Simulated
ICP000401,RET001,Residential Standard User,Controlled,RSC,Christchurch Urban,2024-10-04,,Active,Simulated
ICP000402,RET003,Residential Low User,Controlled,RES,Christchurch Urban,2022-05-03,,Active,Simulated
ICP000403,RET001,Residential Low User,Uncontrolled,URES,Selwyn,2023-05-03,,Active,Simulated
ICP000404,RET003,Residential Low User,Controlled,RES,Christchurch Urban,2024-07-04,,Active,Simulated
ICP000405,RET005,Residential Standard User,Controlled,RSC,Christchurch Urban,2021-11-25,,Active,Simulated
ICP000406,RET002,Residential Low User,Controlled,RES,Christchurch Urban,2021-10-06,,Active,Simulated
ICP000407,RET001,Residential Standard User,Uncontrolled,RSU,Christchurch Urban,2024-09-14,,Active,Simulated
ICP000408,RET001,Residential Low User,Controlled,RES,Selwyn,2021-08-20,,Active,Simulated
ICP000409,RET005,Residential Standard User,Controlled,RSC,Selwyn,2021-11-12,,Active,Simulated
ICP000410,RET005,Residential Low User,Controlled,RES,Christchurch Urban,2023-08-12,,Active,Simulated
ICP000411,RET002,Residential Low User,Controlled,RES,Selwyn,2024-04-15,,Active,Simulated
ICP000412,RET001,Residential Low User,Controlled,RES,Selwyn,2022-03-03,,Active,Simulated
ICP000413,RET001,Residential Low User,Controlled,RES,Selwyn,2022-02-15,,Active,Simulated
ICP000414,RET001,Residential Low User,Controlled,RES,Selwyn,2023-11-11,,Active,Simulated
ICP000415,RET005,Residential Low User,Controlled,RES,Christchurch Urban,2023-09-15,,Active,Simulated
ICP000416,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2021-08-21,,Active,Simulated
ICP000417,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2024-06-24,,Active,Simulated
ICP000418,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2023-01-10,,Active,Simulated
ICP000419,RET001,Residential Low User,Uncontrolled,URES,Selwyn,2024-06-06,,Active,Simulated
ICP000420,RET002,Residential Low User,Controlled,RES,Central Canterbury Rural,2021-12-25,,Active,Simulated
ICP000421,RET003,Residential Standard User,Controlled,RSC,Christchurch Urban,2022-07-15,,Active,Simulated
ICP000422,RET002,Residential Standard User,Controlled,RSC,Christchurch Urban,2022-11-03,,Active,Simulated
ICP000423,RET001,Residential Low User,Controlled,RES,Selwyn,2024-10-01,,Active,Simulated
ICP000424,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2024-01-23,,Active,Simulated
ICP000425,RET004,Residential Low User,Controlled,RES,Christchurch Urban,2021-01-31,,Active,Simulated
ICP000426,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2023-12-18,,Active,Simulated
ICP000427,RET001,Residential Low User,Uncontrolled,URES,Selwyn,2022-01-28,,Active,Simulated
ICP000428,RET004,Residential Low User,Controlled,RES,Christchurch Urban,2021-05-29,,Active,Simulated
ICP000429,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2022-08-08,,Active,Simulated
ICP000430,RET002,Residential Low User,Controlled,RES,Selwyn,2023-12-15,,Active,Simulated
ICP000431,RET002,Residential Low User,Controlled,RES,Christchurch Urban,2022-08-17,,Active,Simulated
ICP000432,RET002,Residential Low User,Controlled,RES,Selwyn,2022-10-19,,Active,Simulated
ICP000433,RET002,Residential Low User,Controlled,RES,Christchurch Urban,2023-11-20,,Active,Simulated
ICP000434,RET002,Residential Low User,Controlled,RES,Central Canterbury Rural,2022-08-30,,Active,Simulated
ICP000435,RET001,Residential Low User,Controlled,RES,Selwyn,2023-12-26,,Active,Simulated
ICP000436,RET004,Residential Standard User,Controlled,RSC,Christchurch Urban,2022-06-15,,Active,Simulated
ICP000437,RET001,Residential Low User,Uncontrolled,URES,Christchurch Urban,2021-06-18,,Active,Simulated
ICP000438,RET004,Residential Low User,Controlled,RES,Christchurch Urban,2022-10-27,,Active,Simulated
ICP000439,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2024-05-24,,Active,Simulated
ICP000440,RET001,Residential Standard User,Controlled,RSC,Christchurch Urban,2021-05-23,,Active,Simulated
ICP000441,RET003,Residential Low User,Controlled,RES,Christchurch Urban,2023-11-05,,Active,Simulated
ICP000442,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2024-04-28,,Active,Simulated
ICP000443,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2022-07-13,,Active,Simulated
ICP000444,RET004,Residential Low User,Controlled,RES,Christchurch Urban,2021-04-29,,Active,Simulated
ICP000445,RET004,Residential Low User,Controlled,RES,Christchurch Urban,2022-01-30,,Active,Simulated
ICP000446,RET004,Residential Low User,Controlled,RES,Christchurch Urban,2024-08-09,,Active,Simulated
ICP000447,RET002,Residential Low User,Controlled,RES,Christchurch Urban,2023-07-12,,Active,Simulated
ICP000448,RET005,Residential Low User,Controlled,RES,Christchurch Urban,2023-11-07,,Active,Simulated
ICP000449,RET001,Residential Low User,Uncontrolled,URES,Christchurch Urban,2022-05-28,,Active,Simulated
ICP000450,RET005,Residential Low User,Controlled,RES,Christchurch Urban,2023-01-21,,Active,Simulated
ICP000451,RET003,Residential Low User,Controlled,RES,Christchurch Urban,2024-03-21,,Active,Simulated
ICP000452,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2023-01-19,,Active,Simulated
ICP000453,RET004,Residential Low User,Controlled,RES,Selwyn,2022-03-27,,Active,Simulated
ICP000454,RET002,Residential Low User,Controlled,RES,Christchurch Urban,2021-08-12,,Active,Simulated
ICP000455,RET002,Residential Low User,Controlled,RES,Christchurch Urban,2024-06-14,,Active,Simulated
ICP000456,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2024-04-02,,Active,Simulated
ICP000457,RET001,Residential Low User,Uncontrolled,URES,Christchurch Urban,2024-03-10,,Active,Simulated
ICP000458,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2024-06-27,,Active,Simulated
ICP000459,RET001,Residential Standard User,Controlled,RSC,Christchurch Urban,2022-07-09,,Active,Simulated
ICP000460,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2024-06-24,,Active,Simulated
ICP000461,RET001,Residential Low User,Controlled,RES,Selwyn,2021-07-18,,Active,Simulated
ICP000462,RET002,Residential Low User,Controlled,RES,Selwyn,2024-11-19,,Active,Simulated
ICP000463,RET003,Residential Low User,Controlled,RES,Christchurch Urban,2023-12-04,,Active,Simulated
ICP000464,RET005,Residential Standard User,Controlled,RSC,Christchurch Urban,2023-03-13,,Active,Simulated
ICP000465,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2024-11-16,,Active,Simulated
ICP000466,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2022-01-27,,Active,Simulated
ICP000467,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2022-09-04,,Active,Simulated
ICP000468,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2023-11-06,,Active,Simulated
ICP000469,RET005,Residential Standard User,Controlled,RSC,Selwyn,2024-02-07,,Active,Simulated
ICP000470,RET002,Residential Low User,Uncontrolled,URES,Christchurch Urban,2023-11-21,,Active,Simulated
ICP000471,RET001,Residential Standard User,Uncontrolled,RSU,Selwyn,2022-07-10,,Active,Simulated
ICP000472,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2023-08-20,,Active,Simulated
ICP000473,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2024-11-08,,Active,Simulated
ICP000474,RET005,Residential Standard User,Controlled,RSC,Christchurch Urban,2021-04-30,,Active,Simulated
ICP000475,RET002,Residential Low User,Controlled,RES,Christchurch Urban,2022-01-04,,Active,Simulated
ICP000476,RET003,Residential Low User,Controlled,RES,Christchurch Urban,2024-01-16,,Active,Simulated
ICP000477,RET003,Residential Low User,Controlled,RES,Christchurch Urban,2021-11-09,,Active,Simulated
ICP000478,RET002,Residential Low User,Uncontrolled,URES,Central Canterbury Rural,2023-02-12,,Active,Simulated
ICP000479,RET002,Residential Standard User,Controlled,RSC,Christchurch Urban,2022-05-07,,Active,Simulated
ICP000480,RET003,Residential Low User,Controlled,RES,Christchurch Urban,2022-07-15,,Active,Simulated
ICP000481,RET003,Residential Low User,Uncontrolled,URES,Christchurch Urban,2021-02-07,,Active,Simulated
ICP000482,RET003,Residential Low User,Controlled,RES,Selwyn,2021-01-18,,Active,Simulated
ICP000483,RET003,Residential Low User,Controlled,RES,Christchurch Urban,2024-03-31,,Active,Simulated
ICP000484,RET004,Residential Low User,Controlled,RES,Christchurch Urban,2023-04-13,,Active,Simulated
ICP000485,RET001,Residential Standard User,Controlled,RSC,Selwyn,2022-12-10,,Active,Simulated
ICP000486,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2023-08-21,,Active,Simulated
ICP000487,RET003,Residential Low User,Controlled,RES,Selwyn,2022-01-02,,Active,Simulated
ICP000488,RET003,Residential Low User,Controlled,RES,Selwyn,2023-07-15,,Active,Simulated
ICP000489,RET003,Residential Low User,Uncontrolled,URES,Selwyn,2021-08-24,,Active,Simulated
ICP000490,RET004,Residential Standard User,Controlled,RSC,Christchurch Urban,2022-07-03,,Active,Simulated
ICP000491,RET002,Residential Standard User,Controlled,RSC,Christchurch Urban,2021-11-23,,Active,Simulated
ICP000492,RET005,Residential Low User,Controlled,RES,Christchurch Urban,2024-12-11,,Active,Simulated
ICP000493,RET001,Residential Low User,Controlled,RES,Central Canterbury Rural,2022-05-21,,Active,Simulated
ICP000494,RET002,Residential Low User,Controlled,RES,Christchurch Urban,2023-02-28,,Active,Simulated
ICP000495,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2024-03-14,,Active,Simulated
ICP000496,RET001,Residential Standard User,Controlled,RSC,Christchurch Urban,2023-06-27,,Active,Simulated
ICP000497,RET003,Residential Low User,Controlled,RES,Christchurch Urban,2024-03-03,,Active,Simulated
ICP000498,RET004,Residential Low User,Controlled,RES,Selwyn,2022-12-02,,Active,Simulated
ICP000499,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2023-08-22,,Active,Simulated
ICP000500,RET002,Residential Low User,Controlled,RES,Christchurch Urban,2023-04-14,,Active,Simulated
